month,app_type,classification,score_borda,relative_score
2017-04-01,Free,Non-Education,1063685,0.15485408978082532
2017-04-01,Free,Parents,88417,0.01287198188951732
2017-04-01,Free,Preschool,348454,0.05072885957824704
2017-04-01,Free,Professional & Career,34465,0.005017506314647799
2017-04-01,Free,Subject Learning,2011503,0.2928399537047147
2017-04-01,Free,Teaching and Learning,402360,0.05857663835083965
2017-04-01,Free,Unknown,2232749,0.3250495344994504
2017-04-01,Paid,Cognitive Development,1381,0.0002074995849257036
2017-04-01,Paid,Education Management,36585,0.0054970110894329224
2017-04-01,Paid,Entertainment,367046,0.055149813648544384
2017-04-01,Paid,Hobby,224575,0.03374309868551041
2017-04-01,Paid,Licensing Exams,675445,0.10148773145556977
2017-04-01,Paid,Parents,8947,0.0013443148344172845
2017-04-01,Paid,Preschool,413521,0.06213282828244886
2017-04-01,Paid,Professional,25445,0.0038231911212415117
2017-04-01,Paid,Subject Learning,1029391,0.15466922898353
2017-04-01,Paid,Teaching and Learning,12822,0.001926545747948857
2017-04-01,Paid,Translating,30802,0.004628097186735352
2017-04-01,Paid,Unknown,3812726,0.5728740495549878
2017-04-01,Paid,Well-being,16749,0.0025165898247071754
2017-05-01,Free,Cognitive Development,220942,0.02985482019099399
2017-05-01,Free,Education Management,116859,0.01579058953344935
2017-05-01,Free,Licensing Exam,393668,0.05319444630241521
2017-05-01,Free,Non-Education,1199552,0.16208964013065522
2017-05-01,Free,Parents,87298,0.011796155067997001
2017-05-01,Free,Preschool,342122,0.04622928548389734
2017-05-01,Free,Professional & Career,47327,0.006395067824040574
2017-05-01,Free,Subject Learning,2223476,0.30044752097378746
2017-05-01,Free,Teaching and Learning,440924,0.05957992024103083
2017-05-01,Free,Unknown,2328379,0.314622554251733
2017-05-01,Paid,Cognitive Development,650,8.981946150054603e-05
2017-05-01,Paid,Education Management,33897,0.0046840158253600135
2017-05-01,Paid,Entertainment,358271,0.04950724352501866
2017-05-01,Paid,Hobby,275575,0.03807999708155842
2017-05-01,Paid,Licensing Exams,748714,0.10346013584295358
2017-05-01,Paid,Parents,11421,0.0015781970304580557
2017-05-01,Paid,Preschool,410996,0.05679298369058218
2017-05-01,Paid,Professional,39980,0.0055245878012182
2017-05-01,Paid,Subject Learning,1062297,0.14679222229791622
2017-05-01,Paid,Teaching and Learning,11788,0.0016289104802591334
2017-05-01,Paid,Translating,42578,0.005883589279646537
2017-05-01,Paid,Unknown,4219435,0.5830575069793176
2017-05-01,Paid,Well-being,21137,0.0029207907042108332
2017-06-01,Free,Cognitive Development,232881,0.032183665008291874
2017-06-01,Free,Education Management,115888,0.016015478164731894
2017-06-01,Free,Licensing Exam,400113,0.055294776119402984
2017-06-01,Free,Non-Education,1282453,0.17723231066887785
2017-06-01,Free,Parents,83397,0.011525290215588723
2017-06-01,Free,Preschool,349868,0.0483510226644555
2017-06-01,Free,Professional & Career,55918,0.0077277501381978995
2017-06-01,Free,Subject Learning,2117055,0.2925725538971808
2017-06-01,Free,Teaching and Learning,409090,0.05653537866224433
2017-06-01,Free,Unknown,2189337,0.30256177446102817
2017-06-01,Paid,Cognitive Development,1823,0.00025424791361205394
2017-06-01,Paid,Education Management,45143,0.006295948197580335
2017-06-01,Paid,Entertainment,376460,0.0525036585619275
2017-06-01,Paid,Hobby,271449,0.03785811404392673
2017-06-01,Paid,Licensing Exams,774163,0.10797000962460149
2017-06-01,Paid,Parents,13930,0.001942772044221564
2017-06-01,Paid,Preschool,395521,0.05516203458022665
2017-06-01,Paid,Professional,35877,0.005003649147920822
2017-06-01,Paid,Subject Learning,1008667,0.14067552401499156
2017-06-01,Paid,Teaching and Learning,10903,0.0015206061448777971
2017-06-01,Paid,Translating,39797,0.005550358868907796
2017-06-01,Paid,Unknown,4180233,0.5830035757884021
2017-06-01,Paid,Well-being,16201,0.002259501068803558
2017-07-01,Free,Cognitive Development,251702,0.03366260097362649
2017-07-01,Free,Education Management,87926,0.011759214679291714
2017-07-01,Free,Licensing Exam,422295,0.05647769218424009
2017-07-01,Free,Non-Education,1447614,0.19360375541646604
2017-07-01,Free,Parents,78637,0.010516904723693361
2017-07-01,Free,Preschool,414470,0.05543117744610282
2017-07-01,Free,Professional & Career,64873,0.008676108703792864
2017-07-01,Free,Subject Learning,2228534,0.2980439201840261
2017-07-01,Free,Teaching and Learning,337307,0.04511140533889691
2017-07-01,Free,Unknown,2143842,0.2867172203498636
2017-07-01,Paid,Cognitive Development,1535,0.0002075163363349073
2017-07-01,Paid,Education Management,40914,0.005531155299548142
2017-07-01,Paid,Entertainment,395624,0.05348432771736897
2017-07-01,Paid,Hobby,290847,0.03931954649771908
2017-07-01,Paid,Licensing Exams,759741,0.10270923054294386
2017-07-01,Paid,Parents,16307,0.0022045399977937024
2017-07-01,Paid,Preschool,437292,0.05911741612284318
2017-07-01,Paid,Professional,27334,0.0036952778745135873
2017-07-01,Paid,Subject Learning,1023230,0.13833025461105355
2017-07-01,Paid,Teaching and Learning,10706,0.0014473419523136923
2017-07-01,Paid,Translating,32170,0.004349055726315288
2017-07-01,Paid,Unknown,4341580,0.5869373130325126
2017-07-01,Paid,Well-being,19728,0.002667024288739447
2017-08-01,Free,Cognitive Development,205224,0.02820483219262802
2017-08-01,Free,Education Management,167080,0.022962535389351585
2017-08-01,Free,Licensing Exam,387686,0.053281383139550866
2017-08-01,Free,Non-Education,1410757,0.19388650669305407
2017-08-01,Free,Parents,84308,0.011586817294741762
2017-08-01,Free,Preschool,351317,0.0482830323520519
2017-08-01,Free,Professional & Career,59338,0.008155080948846925
2017-08-01,Free,Subject Learning,2137451,0.2937592424617245
2017-08-01,Free,Teaching and Learning,399605,0.05491946345619966
2017-08-01,Free,Unknown,2073434,0.2849611060718507
2017-08-01,Paid,Cognitive Development,893,0.00012363552689709578
2017-08-01,Paid,Education Management,65337,0.009045884009939022
2017-08-01,Paid,Entertainment,450634,0.06239011425279492
2017-08-01,Paid,Hobby,266976,0.03696273060344798
2017-08-01,Paid,Licensing Exams,699214,0.09680592531223509
2017-08-01,Paid,Parents,17812,0.002466064955309149
2017-08-01,Paid,Preschool,395722,0.0547875677209099
2017-08-01,Paid,Professional,23263,0.003220753933042709
2017-08-01,Paid,Subject Learning,998392,0.13822701116444036
2017-08-01,Paid,Teaching and Learning,15432,0.0021365548164344705
2017-08-01,Paid,Translating,30986,0.004290000488727223
2017-08-01,Paid,Unknown,4237711,0.5867095546725853
2017-08-01,Paid,Well-being,20471,0.0028342025432367838
2017-09-01,Free,Cognitive Development,169444,0.023547625003474248
2017-09-01,Free,Education Management,362739,0.0504098223963979
2017-09-01,Free,Licensing Exam,335641,0.046644014564051255
2017-09-01,Free,Non-Education,1067348,0.14832930320464716
2017-09-01,Free,Parents,176935,0.024588648934100447
2017-09-01,Free,Preschool,257728,0.0358164484838378
2017-09-01,Free,Professional & Career,50403,0.007004502626532144
2017-09-01,Free,Subject Learning,2048873,0.2847317879874371
2017-09-01,Free,Teaching and Learning,606297,0.08425706662219629
2017-09-01,Free,Unknown,2120392,0.2946707801773257
2017-09-01,Paid,Cognitive Development,2857,0.0003989772663954589
2017-09-01,Paid,Education Management,71247,0.009949574133313708
2017-09-01,Paid,Entertainment,353435,0.04935685339463739
2017-09-01,Paid,Hobby,253682,0.03542644413501324
2017-09-01,Paid,Licensing Exams,748511,0.10452883186801938
2017-09-01,Paid,Parents,13138,0.0018347088995112144
2017-09-01,Paid,Preschool,340479,0.0475475606178017
2017-09-01,Paid,Professional,19727,0.0027548563297806155
2017-09-01,Paid,Subject Learning,1164347,0.16259992411471944
2017-09-01,Paid,Teaching and Learning,24138,0.0033708481820978607
2017-09-01,Paid,Translating,34446,0.004810350338907238
2017-09-01,Paid,Unknown,4116463,0.5748600472376795
2017-09-01,Paid,Well-being,18339,0.0025610234821233186
2017-10-01,Free,Cognitive Development,183857,0.02458901727919542
2017-10-01,Free,Education Management,273710,0.03660594875086931
2017-10-01,Free,Licensing Exam,353264,0.04724549296528112
2017-10-01,Free,Non-Education,1199320,0.16039694003102767
2017-10-01,Free,Parents,158452,0.02119135505269352
2017-10-01,Free,Preschool,273627,0.03659484833895041
2017-10-01,Free,Professional & Career,56395,0.007542261809233403
2017-10-01,Free,Subject Learning,2194259,0.2934599850211309
2017-10-01,Free,Teaching and Learning,596286,0.07974723158401541
2017-10-01,Free,Unknown,2188030,0.29262691916760286
2017-10-01,Paid,Cognitive Development,678,9.129574516045026e-05
2017-10-01,Paid,Education Management,70028,0.009429584722855473
2017-10-01,Paid,Entertainment,354822,0.04777837594295174
2017-10-01,Paid,"Exclusion criteria: Exclude apps providing public services not related to education (e.g., waste sorting). 

Category: Entertainment",305,4.1069619873063905e-05
2017-10-01,Paid,Hobby,238810,0.0321568390881521
2017-10-01,Paid,Licensing Exams,796288,0.10722375563764691
2017-10-01,Paid,Parents,8577,0.0011549315726271118
2017-10-01,Paid,Preschool,351543,0.04733684386569346
2017-10-01,Paid,Professional,27605,0.003717137234740751
2017-10-01,Paid,Subject Learning,1150079,0.15486330279997856
2017-10-01,Paid,Teaching and Learning,28099,0.003783656553485976
2017-10-01,Paid,Translating,41023,0.005523931200172788
2017-10-01,Paid,Unknown,4342852,0.5847845272294273
2017-10-01,Paid,Well-being,15705,0.0021147487872343234
2017-11-01,Free,Cognitive Development,178541,0.02467399115533444
2017-11-01,Free,Education Management,207772,0.028713653952459922
2017-11-01,Free,Licensing Exam,347139,0.04797388059701493
2017-11-01,Free,Non-Education,1168665,0.16150704809286898
2017-11-01,Free,Parents,140051,0.019354754007739082
2017-11-01,Free,Preschool,322231,0.044531647318960754
2017-11-01,Free,Professional & Career,59895,0.008277363184079602
2017-11-01,Free,Subject Learning,2153731,0.29764110005527916
2017-11-01,Free,Teaching and Learning,550210,0.07603786622443338
2017-11-01,Free,Unknown,2107765,0.2912886954118297
2017-11-01,Paid,Cognitive Development,1622,0.00022570630627872642
2017-11-01,Paid,Education Management,67530,0.009397007930334399
2017-11-01,Paid,Entertainment,340742,0.047415300995083724
2017-11-01,Paid,Hobby,224411,0.03122748329119314
2017-11-01,Paid,Licensing Exams,803015,0.1117420157437802
2017-11-01,Paid,Parents,10967,0.0015260918994813764
2017-11-01,Paid,Preschool,356014,0.04954044693188317
2017-11-01,Paid,Professional,27741,0.0038602457721813497
2017-11-01,Paid,Subject Learning,1034969,0.14401913076632997
2017-11-01,Paid,Teaching and Learning,26768,0.003724849819031411
2017-11-01,Paid,Translating,34832,0.0048469803084467316
2017-11-01,Paid,Unknown,4242788,0.5903970455016677
2017-11-01,Paid,Well-being,14931,0.002077694734308054
2017-12-01,Free,Cognitive Development,194809,0.02605373669287969
2017-12-01,Free,Education Management,184818,0.024717541325629915
2017-12-01,Free,Licensing Exam,339967,0.045467153479912266
2017-12-01,Free,Non-Education,1338299,0.17898397795966406
2017-12-01,Free,Parents,134601,0.018001524634890066
2017-12-01,Free,Preschool,402464,0.05382549617503878
2017-12-01,Free,Professional & Career,50940,0.006812710640346654
2017-12-01,Free,Subject Learning,2125983,0.28432875942866315
2017-12-01,Free,Teaching and Learning,516451,0.0690701064569625
2017-12-01,Free,Unknown,2188868,0.29273899320601293
2017-12-01,Paid,Cognitive Development,454,6.135148400320866e-05
2017-12-01,Paid,Education Management,50759,0.006859339155327903
2017-12-01,Paid,Entertainment,375688,0.050768758418937125
2017-12-01,Paid,Hobby,252061,0.03406237094566691
2017-12-01,Paid,Licensing Exams,772159,0.10434603642386253
2017-12-01,Paid,Parents,7921,0.0010704077198004753
2017-12-01,Paid,Preschool,409621,0.05535430887418135
2017-12-01,Paid,Professional,24443,0.0033031152499789188
2017-12-01,Paid,Subject Learning,1027306,0.1388254352982385
2017-12-01,Paid,Teaching and Learning,23984,0.003241088088839111
2017-12-01,Paid,Translating,28421,0.0038406839798572536
2017-12-01,Paid,Unknown,4409898,0.5959334506669204
2017-12-01,Paid,Well-being,17269,0.0023336536943863663
2018-01-01,Free,Cognitive Development,196047,0.026219306692344728
2018-01-01,Free,Education Management,177219,0.023701251805488686
2018-01-01,Free,Licensing Exam,373476,0.049948643877387254
2018-01-01,Free,Non-Education,1297100,0.17347402771090784
2018-01-01,Free,Parents,123121,0.016466190552613277
2018-01-01,Free,Preschool,351613,0.04702468838602686
2018-01-01,Free,Professional & Career,57569,0.007699272454929653
2018-01-01,Free,Subject Learning,2186967,0.2924847536510993
2018-01-01,Free,Teaching and Learning,512087,0.0684864655218531
2018-01-01,Free,Unknown,2202001,0.29449539934734925
2018-01-01,Paid,Cognitive Development,1881,0.00025430658260624096
2018-01-01,Paid,Education Management,47531,0.0064260745230501
2018-01-01,Paid,Entertainment,350756,0.04742135018002905
2018-01-01,Paid,"Exclusion criteria: Exclude apps providing public services not related to education (e.g., waste sorting). 

Category: Entertainment",94,1.2708569253049786e-05
2018-01-01,Paid,Hobby,237708,0.03213753808514849
2018-01-01,Paid,Licensing Exams,820831,0.11097433626117137
2018-01-01,Paid,Parents,7162,0.0009682848190461975
2018-01-01,Paid,Preschool,369820,0.049998756182583745
2018-01-01,Paid,Professional,18756,0.002535765158619168
2018-01-01,Paid,Subject Learning,1057763,0.14300696105120958
2018-01-01,Paid,Teaching and Learning,23938,0.003236358838079849
2018-01-01,Paid,Translating,27940,0.003777419414151181
2018-01-01,Paid,Unknown,4413833,0.5967393867223032
2018-01-01,Paid,Well-being,18571,0.002510753612748804
2018-02-01,Free,Cognitive Development,188811,0.027957089552238804
2018-02-01,Free,Education Management,183499,0.02717054607912817
2018-02-01,Free,Licensing Exam,366155,0.05421626984126984
2018-02-01,Free,Non-Education,1115207,0.1651277837005449
2018-02-01,Free,Parents,112506,0.01665867093105899
2018-02-01,Free,Preschool,295839,0.04380463752665245
2018-02-01,Free,Professional & Career,63790,0.009445332859511964
2018-02-01,Free,Subject Learning,2036365,0.3015228914949064
2018-02-01,Free,Teaching and Learning,506920,0.07505922767116797
2018-02-01,Free,Unknown,1884508,0.2790375503435205
2018-02-01,Paid,Cognitive Development,2001,0.00029849677560829345
2018-02-01,Paid,Education Management,47368,0.00706606460120622
2018-02-01,Paid,Entertainment,325596,0.04857039287903944
2018-02-01,Paid,Hobby,215048,0.032079527536737776
2018-02-01,Paid,Licensing Exams,788878,0.11767992970930502
2018-02-01,Paid,Parents,4386,0.0006542762907636058
2018-02-01,Paid,Preschool,316594,0.04722753032330438
2018-02-01,Paid,Professional,15940,0.0023778303864048964
2018-02-01,Paid,Subject Learning,1002911,0.14960804583812554
2018-02-01,Paid,Teaching and Learning,21730,0.00324154669363729
2018-02-01,Paid,Translating,27312,0.004074234850281714
2018-02-01,Paid,Unknown,3920312,0.5848078417683659
2018-02-01,Paid,Well-being,15514,0.0023142823472199225
2018-03-01,Free,Cognitive Development,210412,0.028216330745195854
2018-03-01,Free,Education Management,214457,0.028758766812836088
2018-03-01,Free,Licensing Exam,413849,0.05549731128722962
2018-03-01,Free,Non-Education,1355119,0.1817219830765311
2018-03-01,Free,Parents,143866,0.019292486355285566
2018-03-01,Free,Preschool,336637,0.04514315216370975
2018-03-01,Free,Professional & Career,72627,0.009739308846602566
2018-03-01,Free,Subject Learning,2291106,0.3072382025184053
2018-03-01,Free,Teaching and Learning,551883,0.07400772418232289
2018-03-01,Free,Unknown,1867144,0.25038473401188127
2018-03-01,Paid,Cognitive Development,1435,0.00019405034869563007
2018-03-01,Paid,Education Management,45591,0.006165121566120188
2018-03-01,Paid,Entertainment,348689,0.047152071105456834
2018-03-01,Paid,Hobby,226260,0.030596398533709587
2018-03-01,Paid,Licensing Exams,913663,0.12355165417442192
2018-03-01,Paid,Parents,5287,0.0007149436888876628
2018-03-01,Paid,Preschool,338636,0.045792636850796785
2018-03-01,Paid,Professional,19675,0.0026605857913494925
2018-03-01,Paid,Subject Learning,1154997,0.15618646034314052
2018-03-01,Paid,Teaching and Learning,24365,0.00329479912611082
2018-03-01,Paid,Translating,29582,0.0040002769443304035
2018-03-01,Paid,Unknown,4266398,0.5769310240936159
2018-03-01,Paid,Well-being,20410,0.0027599774333643273
2018-04-01,Free,Cognitive Development,186764,0.02581039248203427
2018-04-01,Free,Education Management,189842,0.026235765616362632
2018-04-01,Free,Licensing Exam,416174,0.05751437258153676
2018-04-01,Free,Non-Education,1464856,0.2024400221116639
2018-04-01,Free,Parents,121767,0.016827943615257048
2018-04-01,Free,Preschool,280779,0.038803067993366504
2018-04-01,Free,Professional & Career,65476,0.009048645660585958
2018-04-01,Free,Subject Learning,2173652,0.30039414040906576
2018-04-01,Free,Teaching and Learning,534087,0.07380970149253731
2018-04-01,Free,Unknown,1802603,0.24911594803758982
2018-04-01,Paid,Cognitive Development,1508,0.0002103123920022158
2018-04-01,Paid,Education Management,39783,0.0055483142513422755
2018-04-01,Paid,Entertainment,423135,0.05901229044420264
2018-04-01,Paid,Hobby,246791,0.03441857130942894
2018-04-01,Paid,Licensing Exams,859965,0.1199345465438896
2018-04-01,Paid,Parents,4343,0.0006056941103883443
2018-04-01,Paid,Preschool,299335,0.04174659141908705
2018-04-01,Paid,Professional,22464,0.0031329294256881805
2018-04-01,Paid,Subject Learning,1066062,0.14867775148717918
2018-04-01,Paid,Teaching and Learning,12987,0.0018112248242259793
2018-04-01,Paid,Translating,29097,0.004057997128705884
2018-04-01,Paid,Unknown,4144379,0.5779935416802063
2018-04-01,Paid,Well-being,20437,0.0028502349836533715
2018-05-01,Free,Cognitive Development,165511,0.02213542502541058
2018-05-01,Free,Education Management,188576,0.02522013587974108
2018-05-01,Free,Licensing Exam,447276,0.05981864869202375
2018-05-01,Free,Non-Education,1474807,0.19724054458888354
2018-05-01,Free,Parents,129693,0.01734512919274595
2018-05-01,Free,Preschool,274857,0.03675934841919435
2018-05-01,Free,Professional & Career,70959,0.009490049751243781
2018-05-01,Free,Subject Learning,2376451,0.31782632536243516
2018-05-01,Free,Teaching and Learning,527594,0.0705603701920505
2018-05-01,Free,Unknown,1821476,0.24360402289627134
2018-05-01,Paid,Cognitive Development,3536,0.0004844763421816945
2018-05-01,Paid,Education Management,59783,0.008191020691359798
2018-05-01,Paid,Entertainment,380992,0.05220068171959507
2018-05-01,Paid,Hobby,265093,0.03632106532182464
2018-05-01,Paid,Licensing Exams,992631,0.13600289480094954
2018-05-01,Paid,Parents,3459,0.00047392637658554335
2018-05-01,Paid,Preschool,270525,0.037065317440244036
2018-05-01,Paid,Professional,38356,0.005255252992285372
2018-05-01,Paid,Subject Learning,1204516,0.16503379688329353
2018-05-01,Paid,Teaching and Learning,16068,0.0022015174960903472
2018-05-01,Paid,Translating,38499,0.005274845785535367
2018-05-01,Paid,Unknown,4007983,0.5491439319475154
2018-05-01,Paid,Well-being,17161,0.00235127220253961
2018-06-01,Free,Cognitive Development,202689,0.028011194029850747
2018-06-01,Free,Education Management,171665,0.023723742399115535
2018-06-01,Free,Licensing Exam,425590,0.05881564400221117
2018-06-01,Free,Non-Education,1550018,0.2142092316196794
2018-06-01,Free,Parents,125169,0.017298092868988393
2018-06-01,Free,Preschool,289517,0.04001064123825318
2018-06-01,Free,Professional & Career,69148,0.009556108347153123
2018-06-01,Free,Subject Learning,2220810,0.3069112769485904
2018-06-01,Free,Teaching and Learning,525935,0.07268311221669431
2018-06-01,Free,Unknown,1655459,0.2287809563294638
2018-06-01,Paid,Cognitive Development,2624,0.0003651854666204618
2018-06-01,Paid,Education Management,69471,0.009668368731551106
2018-06-01,Paid,Entertainment,382414,0.05322104993605079
2018-06-01,Paid,Hobby,275229,0.03830397514957434
2018-06-01,Paid,Licensing Exams,941747,0.13106414543956557
2018-06-01,Paid,Parents,3450,0.0004801409526831529
2018-06-01,Paid,Preschool,299367,0.04166329176286882
2018-06-01,Paid,Professional,27104,0.0037720986613113553
2018-06-01,Paid,Subject Learning,1056546,0.14704087043292013
2018-06-01,Paid,Teaching and Learning,15910,0.0022142152339678155
2018-06-01,Paid,Translating,39097,0.005441179949870501
2018-06-01,Paid,Unknown,4055598,0.5644228079477941
2018-06-01,Paid,Well-being,16833,0.002342670335221888
2018-07-01,Free,Cognitive Development,227904,0.030479858770662813
2018-07-01,Free,Education Management,104166,0.013931150698122292
2018-07-01,Free,Licensing Exam,430631,0.05759254801262505
2018-07-01,Free,Non-Education,1924497,0.25738204140587384
2018-07-01,Free,Parents,105151,0.014062884502220083
2018-07-01,Free,Preschool,534607,0.07149828812924625
2018-07-01,Free,Professional & Career,41473,0.005546594982078853
2018-07-01,Free,Subject Learning,2029913,0.27148036698229283
2018-07-01,Free,Teaching and Learning,402863,0.05387885839619109
2018-07-01,Free,Unknown,1675995,0.2241474081206869
2018-07-01,Paid,Cognitive Development,4434,0.0005973688287717833
2018-07-01,Paid,Education Management,78208,0.010536540676721612
2018-07-01,Paid,Entertainment,460257,0.06200793527830732
2018-07-01,Paid,Hobby,266614,0.03591946164054132
2018-07-01,Paid,Licensing Exams,948749,0.12781981933432582
2018-07-01,Paid,Parents,3444,0.0004639914854059589
2018-07-01,Paid,Preschool,339313,0.045713804555038366
2018-07-01,Paid,Professional,18824,0.0025360556682002817
2018-07-01,Paid,Subject Learning,1058895,0.14265919394278248
2018-07-01,Paid,Teaching and Learning,27284,0.0036758256933264173
2018-07-01,Paid,Translating,44500,0.005995244221999178
2018-07-01,Paid,Unknown,4157993,0.5601838990643377
2018-07-01,Paid,Well-being,14035,0.0018908596102417633
2018-08-01,Free,Cognitive Development,212204,0.028380142299256405
2018-08-01,Free,Education Management,227076,0.03036912213127909
2018-08-01,Free,Licensing Exam,400316,0.05353822286417376
2018-08-01,Free,Non-Education,1909801,0.2554165997967153
2018-08-01,Free,Parents,115532,0.015451238431498421
2018-08-01,Free,Preschool,367386,0.04913416787032579
2018-08-01,Free,Professional & Career,38966,0.0052113090461670146
2018-08-01,Free,Subject Learning,2058939,0.27536230139624457
2018-08-01,Free,Teaching and Learning,493254,0.06596774193548387
2018-08-01,Free,Unknown,1653726,0.22116915422885572
2018-08-01,Paid,Cognitive Development,1285,0.00017317592517721896
2018-08-01,Paid,Education Management,117368,0.015817363413385084
2018-08-01,Paid,Entertainment,517555,0.06974946766933506
2018-08-01,Paid,Hobby,272249,0.03669025093663244
2018-08-01,Paid,Licensing Exams,928525,0.12513476725694725
2018-08-01,Paid,Parents,5098,0.0006870434759170911
2018-08-01,Paid,Preschool,311300,0.04195304708767958
2018-08-01,Paid,Professional,16161,0.002177973639524541
2018-08-01,Paid,Subject Learning,1112622,0.1499450149591655
2018-08-01,Paid,Teaching and Learning,32387,0.004364707150750654
2018-08-01,Paid,Translating,44538,0.006002264089916714
2018-08-01,Paid,Unknown,4045373,0.5451838225384761
2018-08-01,Paid,Well-being,15739,0.0021211018570928006
2018-09-01,Free,Cognitive Development,183148,0.025310668877833058
2018-09-01,Free,Education Management,413283,0.057114842454394694
2018-09-01,Free,Licensing Exam,375340,0.05187119955776672
2018-09-01,Free,Non-Education,1452181,0.2006883637368712
2018-09-01,Free,Parents,226457,0.03129588170259812
2018-09-01,Free,Preschool,262111,0.03622318960751796
2018-09-01,Free,Professional & Career,51459,0.007111525704809287
2018-09-01,Free,Subject Learning,2020106,0.27917440574903263
2018-09-01,Free,Teaching and Learning,685604,0.09474903261470426
2018-09-01,Free,Unknown,1566311,0.21646088999447208
2018-09-01,Paid,Cognitive Development,2259,0.00031403830461020467
2018-09-01,Paid,Education Management,108079,0.015024765791928423
2018-09-01,Paid,Entertainment,373467,0.05191808034876463
2018-09-01,Paid,Hobby,232163,0.03227449088677244
2018-09-01,Paid,Licensing Exams,958086,0.1331897756134451
2018-09-01,Paid,Parents,9555,0.0013283027890883157
