date,app_type,classification,score_borda,relative_score
2017-01-04,Free,Non-Education,103.5,0.10675605982465189
2017-01-04,Free,Parents,75.0,0.07735946364105209
2017-01-04,Free,Preschool,107.5,0.110881897885508
2017-01-04,Free,Professional & Career,101.0,0.10417741103661682
2017-01-04,Free,Subject Learning,102.5,0.10572460030943785
2017-01-04,Free,Teaching and Learning,126.0,0.1299638989169675
2017-01-04,Paid,Education Management,89.0,0.07174526400644901
2017-01-04,Paid,Entertainment,132.0,0.10640870616686819
2017-01-04,Paid,Hobby,140.0,0.1128577186618299
2017-01-04,Paid,Licensing Exams,112.0,0.09028617492946392
2017-01-04,Paid,Parents,78.0,0.06287787182587666
2017-01-04,Paid,Preschool,131.5,0.10600564288593309
2017-01-04,Paid,Professional,93.0,0.07496977025392987
2017-01-04,Paid,Subject Learning,99.0,0.07980652962515115
2017-01-04,Paid,Teaching and Learning,156.0,0.12575574365175332
2017-01-04,Paid,Translating,107.0,0.08625554212011285
2017-01-04,Paid,Well-being,103.0,0.083031035872632
2017-01-05,Free,Cognitive Development,136.5,0.13317073170731708
2017-01-05,Free,Education Management,70.0,0.06829268292682927
2017-01-05,Free,Licensing Exam,121.0,0.11804878048780487
2017-01-05,Free,Non-Education,106.5,0.10390243902439024
2017-01-05,Free,Parents,98.0,0.09560975609756098
2017-01-05,Free,Preschool,95.5,0.09317073170731707
2017-01-05,Free,Professional & Career,155.5,0.15170731707317073
2017-01-05,Free,Subject Learning,108.0,0.10536585365853658
2017-01-05,Free,Teaching and Learning,134.0,0.13073170731707318
2017-01-05,Paid,Cognitive Development,52.0,0.04663677130044843
2017-01-05,Paid,Education Management,51.0,0.045739910313901344
2017-01-05,Paid,Entertainment,137.0,0.12286995515695068
2017-01-05,Paid,Hobby,156.0,0.13991031390134528
2017-01-05,Paid,Licensing Exams,103.0,0.09237668161434978
2017-01-05,Paid,Parents,72.0,0.06457399103139014
2017-01-05,Paid,Preschool,118.0,0.10582959641255606
2017-01-05,Paid,Professional,77.5,0.06950672645739911
2017-01-05,Paid,Subject Learning,98.0,0.08789237668161436
2017-01-05,Paid,Teaching and Learning,52.5,0.04708520179372197
2017-01-05,Paid,Translating,92.0,0.08251121076233184
2017-01-05,Paid,Well-being,106.0,0.09506726457399103
2017-01-06,Free,Cognitive Development,130.0,0.12664393570384802
2017-01-06,Free,Education Management,82.0,0.07988309790550414
2017-01-06,Free,Licensing Exam,123.0,0.11982464685825621
2017-01-06,Free,Non-Education,107.5,0.10472479298587432
2017-01-06,Free,Parents,114.0,0.11105698977106673
2017-01-06,Free,Preschool,96.0,0.09352167559668777
2017-01-06,Free,Professional & Career,126.0,0.1227471992206527
2017-01-06,Free,Subject Learning,104.0,0.10131514856307842
2017-01-06,Free,Teaching and Learning,144.0,0.14028251339503167
2017-01-06,Paid,Education Management,74.0,0.06651685393258427
2017-01-06,Paid,Entertainment,125.0,0.11235955056179775
2017-01-06,Paid,Hobby,158.0,0.14202247191011236
2017-01-06,Paid,Licensing Exams,124.0,0.11146067415730337
2017-01-06,Paid,Parents,93.5,0.08404494382022472
2017-01-06,Paid,Preschool,123.0,0.11056179775280899
2017-01-06,Paid,Professional,55.0,0.04943820224719101
2017-01-06,Paid,Subject Learning,94.5,0.08494382022471911
2017-01-06,Paid,Teaching and Learning,96.5,0.08674157303370786
2017-01-06,Paid,Translating,107.0,0.09617977528089888
2017-01-06,Paid,Well-being,62.0,0.05573033707865169
2017-01-07,Free,Cognitive Development,128.0,0.12896725440806045
2017-01-07,Free,Education Management,81.0,0.08161209068010075
2017-01-07,Free,Licensing Exam,121.0,0.12191435768261964
2017-01-07,Free,Non-Education,105.0,0.10579345088161209
2017-01-07,Free,Parents,105.0,0.10579345088161209
2017-01-07,Free,Preschool,96.5,0.09722921914357682
2017-01-07,Free,Professional & Career,114.0,0.11486146095717883
2017-01-07,Free,Subject Learning,100.0,0.10075566750629723
2017-01-07,Free,Teaching and Learning,142.0,0.14307304785894207
2017-01-07,Paid,Education Management,106.0,0.08229813664596274
2017-01-07,Paid,Entertainment,119.0,0.09239130434782608
2017-01-07,Paid,Hobby,155.0,0.1203416149068323
2017-01-07,Paid,Licensing Exams,124.0,0.09627329192546584
2017-01-07,Paid,Parents,162.0,0.12577639751552794
2017-01-07,Paid,Preschool,125.0,0.09704968944099379
2017-01-07,Paid,Professional,107.0,0.08307453416149069
2017-01-07,Paid,Subject Learning,104.5,0.0811335403726708
2017-01-07,Paid,Teaching and Learning,85.0,0.06599378881987578
2017-01-07,Paid,Translating,89.5,0.06948757763975155
2017-01-07,Paid,Well-being,111.0,0.08618012422360248
2017-01-08,Free,Cognitive Development,130.0,0.13381369016984046
2017-01-08,Free,Education Management,78.5,0.08080288214101904
2017-01-08,Free,Licensing Exam,122.0,0.12557900154400412
2017-01-08,Free,Non-Education,99.0,0.10190427174472465
2017-01-08,Free,Parents,92.0,0.09469891919711786
2017-01-08,Free,Preschool,96.0,0.09881626351003603
2017-01-08,Free,Professional & Career,112.0,0.1152856407617087
2017-01-08,Free,Subject Learning,102.0,0.10499227997941328
2017-01-08,Free,Teaching and Learning,140.0,0.14410705095213588
2017-01-08,Paid,Education Management,89.5,0.07578323454699407
2017-01-08,Paid,Entertainment,121.0,0.10245554614733277
2017-01-08,Paid,Hobby,147.5,0.12489415749364945
2017-01-08,Paid,Licensing Exams,121.5,0.10287891617273497
2017-01-08,Paid,Parents,167.0,0.14140558848433532
2017-01-08,Paid,Preschool,119.0,0.10076206604572396
2017-01-08,Paid,Professional,73.0,0.06181202370872142
2017-01-08,Paid,Subject Learning,105.0,0.08890770533446232
2017-01-08,Paid,Teaching and Learning,79.0,0.06689246401354784
2017-01-08,Paid,Translating,97.5,0.0825571549534293
2017-01-08,Paid,Well-being,61.0,0.05165114309906858
2017-01-09,Free,Cognitive Development,131.5,0.13236034222445897
2017-01-09,Free,Education Management,105.5,0.10619023653749371
2017-01-09,Free,Licensing Exam,126.5,0.12732762959235028
2017-01-09,Free,Non-Education,100.0,0.10065425264217413
2017-01-09,Free,Parents,100.0,0.10065425264217413
2017-01-09,Free,Preschool,93.5,0.09411172622043282
2017-01-09,Free,Professional & Career,95.0,0.09562154001006543
2017-01-09,Free,Subject Learning,101.0,0.10166079516859587
2017-01-09,Free,Teaching and Learning,140.5,0.14141922496225465
2017-01-09,Paid,Education Management,86.5,0.07495667244367418
2017-01-09,Paid,Entertainment,124.0,0.10745233968804159
2017-01-09,Paid,Hobby,169.0,0.1464471403812825
2017-01-09,Paid,Licensing Exams,117.0,0.10138648180242635
2017-01-09,Paid,Parents,105.0,0.09098786828422877
2017-01-09,Paid,Preschool,120.5,0.10441941074523396
2017-01-09,Paid,Professional,82.0,0.07105719237435008
2017-01-09,Paid,Subject Learning,102.0,0.08838821490467938
2017-01-09,Paid,Teaching and Learning,57.0,0.049393414211438474
2017-01-09,Paid,Translating,101.0,0.08752166377816291
2017-01-09,Paid,Well-being,90.0,0.0779896013864818
2017-01-10,Free,Cognitive Development,124.0,0.12653061224489795
2017-01-10,Free,Education Management,80.0,0.08163265306122448
2017-01-10,Free,Licensing Exam,128.0,0.1306122448979592
2017-01-10,Free,Non-Education,97.0,0.09897959183673469
2017-01-10,Free,Parents,109.0,0.11122448979591837
2017-01-10,Free,Preschool,98.0,0.1
2017-01-10,Free,Professional & Career,102.5,0.10459183673469388
2017-01-10,Free,Subject Learning,102.5,0.10459183673469388
2017-01-10,Free,Teaching and Learning,139.0,0.14183673469387756
2017-01-10,Paid,Education Management,83.0,0.07283896445809565
2017-01-10,Paid,Entertainment,121.0,0.10618692408951294
2017-01-10,Paid,Hobby,167.0,0.1465555068012286
2017-01-10,Paid,Licensing Exams,118.5,0.1039929793769197
2017-01-10,Paid,Parents,75.5,0.06625713032031592
2017-01-10,Paid,Preschool,123.0,0.10794207985958754
2017-01-10,Paid,Professional,96.5,0.08468626590609916
2017-01-10,Paid,Subject Learning,103.0,0.0903905221588416
2017-01-10,Paid,Teaching and Learning,68.0,0.0596752961825362
2017-01-10,Paid,Translating,100.0,0.0877577885037297
2017-01-10,Paid,Well-being,84.0,0.07371654234313295
2017-01-11,Free,Cognitive Development,124.5,0.12646013204672424
2017-01-11,Free,Education Management,85.0,0.08633824276282377
2017-01-11,Free,Licensing Exam,130.0,0.13204672422549518
2017-01-11,Free,Non-Education,92.5,0.09395632300660234
2017-01-11,Free,Parents,114.0,0.11579481970543423
2017-01-11,Free,Preschool,96.0,0.09751142712036567
2017-01-11,Free,Professional & Career,95.5,0.09700355510411376
2017-01-11,Free,Subject Learning,103.0,0.10462163534789233
2017-01-11,Free,Teaching and Learning,144.0,0.1462671406805485
2017-01-11,Paid,Education Management,83.0,0.07124463519313305
2017-01-11,Paid,Entertainment,120.0,0.10300429184549356
2017-01-11,Paid,Hobby,166.0,0.1424892703862661
2017-01-11,Paid,Licensing Exams,111.0,0.09527896995708154
2017-01-11,Paid,Parents,130.0,0.11158798283261803
2017-01-11,Paid,Preschool,121.0,0.10386266094420601
2017-01-11,Paid,Professional,82.0,0.0703862660944206
2017-01-11,Paid,Subject Learning,104.0,0.08927038626609442
2017-01-11,Paid,Teaching and Learning,81.0,0.06952789699570816
2017-01-11,Paid,Translating,81.0,0.06952789699570816
2017-01-11,Paid,Well-being,86.0,0.07381974248927038
2017-01-12,Free,Cognitive Development,124.5,0.12691131498470948
2017-01-12,Free,Education Management,76.0,0.07747196738022426
2017-01-12,Free,Licensing Exam,130.0,0.1325178389398573
2017-01-12,Free,Non-Education,92.0,0.09378185524974515
2017-01-12,Free,Parents,114.0,0.1162079510703364
2017-01-12,Free,Preschool,97.0,0.09887869520897044
2017-01-12,Free,Professional & Career,101.0,0.10295616717635066
2017-01-12,Free,Subject Learning,102.5,0.10448521916411825
2017-01-12,Free,Teaching and Learning,144.0,0.14678899082568808
2017-01-12,Paid,Education Management,83.0,0.07124463519313305
2017-01-12,Paid,Entertainment,120.0,0.10300429184549356
2017-01-12,Paid,Hobby,166.0,0.1424892703862661
2017-01-12,Paid,Licensing Exams,111.0,0.09527896995708154
2017-01-12,Paid,Parents,130.0,0.11158798283261803
2017-01-12,Paid,Preschool,121.0,0.10386266094420601
2017-01-12,Paid,Professional,82.0,0.0703862660944206
2017-01-12,Paid,Subject Learning,104.0,0.08927038626609442
2017-01-12,Paid,Teaching and Learning,81.0,0.06952789699570816
2017-01-12,Paid,Translating,81.0,0.06952789699570816
2017-01-12,Paid,Well-being,86.0,0.07381974248927038
2017-01-13,Free,Cognitive Development,131.5,0.12955665024630542
2017-01-13,Free,Education Management,101.0,0.09950738916256158
2017-01-13,Free,Licensing Exam,136.5,0.13448275862068965
2017-01-13,Free,Non-Education,92.0,0.09064039408866995
2017-01-13,Free,Parents,126.5,0.12463054187192119
2017-01-13,Free,Preschool,94.0,0.09261083743842365
2017-01-13,Free,Professional & Career,94.5,0.09310344827586207
2017-01-13,Free,Subject Learning,102.0,0.10049261083743842
2017-01-13,Free,Teaching and Learning,137.0,0.13497536945812807
2017-01-13,Paid,Education Management,79.5,0.06970626918018413
2017-01-13,Paid,Entertainment,97.0,0.08505041648399825
2017-01-13,Paid,Hobby,163.0,0.1429197720298115
2017-01-13,Paid,Licensing Exams,118.5,0.10390179745725558
2017-01-13,Paid,Parents,127.5,0.11179307321350285
2017-01-13,Paid,Preschool,108.0,0.09469530907496712
2017-01-13,Paid,Professional,71.0,0.06225339763261727
2017-01-13,Paid,Subject Learning,105.5,0.0925032880315651
2017-01-13,Paid,Teaching and Learning,105.0,0.0920648838228847
2017-01-13,Paid,Translating,90.5,0.079351161771153
2017-01-13,Paid,Well-being,75.0,0.0657606313020605
2017-01-14,Free,Cognitive Development,125.5,0.125751503006012
2017-01-14,Free,Education Management,92.0,0.09218436873747494
2017-01-14,Free,Licensing Exam,140.0,0.1402805611222445
2017-01-14,Free,Non-Education,95.0,0.09519038076152304
2017-01-14,Free,Parents,123.5,0.12374749498997996
2017-01-14,Free,Preschool,86.0,0.08617234468937876
2017-01-14,Free,Professional & Career,97.0,0.09719438877755511
2017-01-14,Free,Subject Learning,105.0,0.10521042084168336
2017-01-14,Free,Teaching and Learning,134.0,0.1342685370741483
2017-01-14,Paid,Education Management,51.0,0.046875
2017-01-14,Paid,Entertainment,117.0,0.10753676470588236
2017-01-14,Paid,Hobby,149.5,0.13740808823529413
2017-01-14,Paid,Licensing Exams,115.0,0.1056985294117647
2017-01-14,Paid,Parents,107.0,0.09834558823529412
2017-01-14,Paid,Preschool,110.0,0.10110294117647059
2017-01-14,Paid,Professional,70.0,0.06433823529411764
2017-01-14,Paid,Subject Learning,111.5,0.10248161764705882
2017-01-14,Paid,Teaching and Learning,99.0,0.09099264705882353
2017-01-14,Paid,Translating,83.0,0.07628676470588236
2017-01-14,Paid,Well-being,75.0,0.06893382352941177
2017-01-15,Free,Cognitive Development,145.5,0.1423679060665362
2017-01-15,Free,Education Management,93.5,0.09148727984344422
2017-01-15,Free,Licensing Exam,143.5,0.1404109589041096
2017-01-15,Free,Non-Education,99.0,0.09686888454011741
2017-01-15,Free,Parents,125.0,0.1223091976516634
2017-01-15,Free,Preschool,85.0,0.08317025440313111
2017-01-15,Free,Professional & Career,94.0,0.09197651663405088
2017-01-15,Free,Subject Learning,106.0,0.10371819960861056
2017-01-15,Free,Teaching and Learning,130.5,0.1276908023483366
2017-01-15,Paid,Education Management,71.0,0.05981465880370682
2017-01-15,Paid,Entertainment,122.0,0.10278011794439765
2017-01-15,Paid,Hobby,149.0,0.12552653748946924
2017-01-15,Paid,Licensing Exams,122.0,0.10278011794439765
2017-01-15,Paid,Parents,108.5,0.09140690817186184
2017-01-15,Paid,Preschool,107.0,0.09014321819713564
2017-01-15,Paid,Professional,64.0,0.05391743892165122
2017-01-15,Paid,Subject Learning,99.0,0.08340353833192923
2017-01-15,Paid,Teaching and Learning,123.5,0.10404380791912385
2017-01-15,Paid,Translating,116.0,0.09772535804549284
2017-01-15,Paid,Well-being,105.0,0.08845829823083404
2017-01-16,Free,Cognitive Development,135.5,0.12801133679735474
2017-01-16,Free,Education Management,94.0,0.08880491261218705
2017-01-16,Free,Licensing Exam,145.0,0.136986301369863
2017-01-16,Free,Non-Education,102.0,0.09636277751535191
2017-01-16,Free,Parents,159.5,0.1506849315068493
2017-01-16,Free,Preschool,86.0,0.0812470477090222
2017-01-16,Free,Professional & Career,96.0,0.09069437883797828
2017-01-16,Free,Subject Learning,106.0,0.10014170996693435
2017-01-16,Free,Teaching and Learning,134.5,0.12706660368445913
2017-01-16,Paid,Education Management,48.0,0.0450281425891182
2017-01-16,Paid,Entertainment,117.0,0.10975609756097561
2017-01-16,Paid,Hobby,141.0,0.13227016885553472
2017-01-16,Paid,Licensing Exams,115.0,0.10787992495309569
2017-01-16,Paid,Parents,87.5,0.08208255159474671
2017-01-16,Paid,Preschool,99.5,0.09333958724202626
2017-01-16,Paid,Professional,57.0,0.05347091932457786
2017-01-16,Paid,Subject Learning,102.0,0.09568480300187618
2017-01-16,Paid,Teaching and Learning,107.0,0.10037523452157598
2017-01-16,Paid,Translating,95.0,0.08911819887429644
2017-01-16,Paid,Well-being,97.0,0.09099437148217636
2017-01-17,Free,Cognitive Development,137.5,0.1317680881648299
2017-01-17,Free,Education Management,79.0,0.07570675610924772
2017-01-17,Free,Licensing Exam,146.0,0.13991375179683757
2017-01-17,Free,Non-Education,94.0,0.09008145663632007
2017-01-17,Free,Parents,155.0,0.14853857211308097
2017-01-17,Free,Preschool,89.5,0.08576904647819837
2017-01-17,Free,Professional & Career,102.0,0.097747963584092
2017-01-17,Free,Subject Learning,107.0,0.10253953042644945
2017-01-17,Free,Teaching and Learning,133.5,0.12793483469094394
2017-01-17,Paid,Cognitive Development,11.0,0.009503239740820735
2017-01-17,Paid,Education Management,71.0,0.061339092872570194
2017-01-17,Paid,Entertainment,112.0,0.09676025917926566
2017-01-17,Paid,Hobby,156.0,0.13477321814254858
2017-01-17,Paid,Licensing Exams,104.5,0.09028077753779698
2017-01-17,Paid,Parents,49.0,0.042332613390928725
2017-01-17,Paid,Preschool,108.0,0.09330453563714902
2017-01-17,Paid,Professional,84.0,0.07257019438444924
2017-01-17,Paid,Subject Learning,101.0,0.08725701943844492
2017-01-17,Paid,Teaching and Learning,98.5,0.08509719222462203
2017-01-17,Paid,Translating,113.5,0.09805615550755939
2017-01-17,Paid,Well-being,149.0,0.1287257019438445
2017-01-18,Free,Cognitive Development,135.0,0.13241785188818048
2017-01-18,Free,Education Management,78.0,0.07650809220205983
2017-01-18,Free,Licensing Exam,135.0,0.13241785188818048
2017-01-18,Free,Non-Education,99.5,0.09759686120647376
2017-01-18,Free,Parents,155.5,0.1525257479156449
2017-01-18,Free,Preschool,89.0,0.08729769494850417
2017-01-18,Free,Professional & Career,95.5,0.09367336929867583
2017-01-18,Free,Subject Learning,105.0,0.10299166257969593
2017-01-18,Free,Teaching and Learning,127.0,0.1245708680725846
2017-01-18,Paid,Cognitive Development,31.0,0.026293469041560644
2017-01-18,Paid,Education Management,71.5,0.060644614079728584
2017-01-18,Paid,Entertainment,112.0,0.09499575911789652
2017-01-18,Paid,Hobby,150.0,0.1272264631043257
2017-01-18,Paid,Licensing Exams,131.0,0.1111111111111111
2017-01-18,Paid,Parents,64.0,0.0542832909245123
2017-01-18,Paid,Preschool,121.0,0.10262934690415607
2017-01-18,Paid,Professional,102.0,0.08651399491094147
2017-01-18,Paid,Subject Learning,111.0,0.09414758269720101
2017-01-18,Paid,Teaching and Learning,64.5,0.054707379134860054
2017-01-18,Paid,Translating,119.0,0.10093299406276506
2017-01-18,Paid,Well-being,102.0,0.08651399491094147
2017-01-19,Free,Cognitive Development,127.0,0.12300242130750605
2017-01-19,Free,Education Management,102.5,0.09927360774818401
2017-01-19,Free,Licensing Exam,136.0,0.13171912832929783
2017-01-19,Free,Non-Education,97.0,0.09394673123486683
2017-01-19,Free,Parents,147.0,0.1423728813559322
2017-01-19,Free,Preschool,86.0,0.08329297820823245
2017-01-19,Free,Professional & Career,106.0,0.10266343825665859
2017-01-19,Free,Subject Learning,105.0,0.1016949152542373
2017-01-19,Free,Teaching and Learning,126.0,0.12203389830508475
2017-01-19,Paid,Education Management,67.0,0.05795847750865052
2017-01-19,Paid,Entertainment,109.5,0.09472318339100345
2017-01-19,Paid,Hobby,142.0,0.12283737024221453
2017-01-19,Paid,Licensing Exams,122.0,0.10553633217993079
2017-01-19,Paid,Parents,149.0,0.12889273356401384
2017-01-19,Paid,Preschool,98.0,0.0847750865051903
2017-01-19,Paid,Professional,55.5,0.04801038062283737
2017-01-19,Paid,Subject Learning,99.0,0.08564013840830449
2017-01-19,Paid,Teaching and Learning,97.0,0.08391003460207612
2017-01-19,Paid,Translating,122.0,0.10553633217993079
2017-01-19,Paid,Well-being,95.0,0.08217993079584775
2017-01-20,Free,Cognitive Development,147.0,0.14482758620689656
2017-01-20,Free,Education Management,87.0,0.08571428571428572
2017-01-20,Free,Licensing Exam,166.5,0.16403940886699508
2017-01-20,Free,Non-Education,87.0,0.08571428571428572
2017-01-20,Free,Parents,143.0,0.14088669950738916
2017-01-20,Free,Preschool,70.5,0.06945812807881774
2017-01-20,Free,Professional & Career,66.0,0.06502463054187192
2017-01-20,Free,Subject Learning,108.0,0.10640394088669951
2017-01-20,Free,Teaching and Learning,140.0,0.13793103448275862
2017-01-20,Paid,Education Management,14.5,0.013783269961977186
2017-01-20,Paid,Entertainment,102.0,0.09695817490494296
2017-01-20,Paid,Hobby,124.0,0.11787072243346007
2017-01-20,Paid,Licensing Exams,117.0,0.1112167300380228
2017-01-20,Paid,Parents,149.5,0.14211026615969582
2017-01-20,Paid,Preschool,119.0,0.11311787072243346
2017-01-20,Paid,Professional,70.0,0.06653992395437262
2017-01-20,Paid,Subject Learning,88.5,0.0841254752851711
2017-01-20,Paid,Teaching and Learning,109.0,0.10361216730038023
2017-01-20,Paid,Translating,75.5,0.0717680608365019
2017-01-20,Paid,Well-being,83.0,0.07889733840304182
2017-01-21,Free,Cognitive Development,136.5,0.1390020366598778
2017-01-21,Free,Education Management,83.0,0.0845213849287169
2017-01-21,Free,Licensing Exam,141.0,0.14358452138492872
2017-01-21,Free,Non-Education,99.0,0.10081466395112017
2017-01-21,Free,Parents,123.0,0.12525458248472504
2017-01-21,Free,Preschool,84.0,0.0855397148676171
2017-01-21,Free,Professional & Career,79.0,0.08044806517311609
2017-01-21,Free,Subject Learning,105.5,0.10743380855397149
2017-01-21,Free,Teaching and Learning,131.0,0.1334012219959267
2017-01-21,Paid,Education Management,45.0,0.04217432052483599
2017-01-21,Paid,Entertainment,100.0,0.09372071227741331
2017-01-21,Paid,Hobby,144.0,0.13495782567947517
2017-01-21,Paid,Licensing Exams,127.0,0.1190253045923149
2017-01-21,Paid,Parents,60.0,0.056232427366447985
2017-01-21,Paid,Preschool,93.0,0.08716026241799438
2017-01-21,Paid,Professional,85.0,0.07966260543580131
2017-01-21,Paid,Subject Learning,105.0,0.09840674789128398
2017-01-21,Paid,Teaching and Learning,94.0,0.08809746954076851
2017-01-21,Paid,Translating,82.0,0.07685098406747891
2017-01-21,Paid,Well-being,132.0,0.12371134020618557
2017-01-22,Free,Cognitive Development,133.0,0.1345472938796156
2017-01-22,Free,Education Management,89.5,0.09054122407688417
2017-01-22,Free,Licensing Exam,141.0,0.1426403641881639
2017-01-22,Free,Non-Education,101.5,0.10268082953970663
2017-01-22,Free,Parents,124.0,0.12544258978249873
2017-01-22,Free,Preschool,84.0,0.08497723823975721
2017-01-22,Free,Professional & Career,73.5,0.07435508345978756
2017-01-22,Free,Subject Learning,107.0,0.10824481537683359
2017-01-22,Free,Teaching and Learning,135.0,0.13657056145675264
2017-01-22,Paid,Education Management,64.5,0.05713020372010629
2017-01-22,Paid,Entertainment,105.0,0.09300265721877768
2017-01-22,Paid,Hobby,150.0,0.1328609388839681
2017-01-22,Paid,Licensing Exams,118.0,0.10451727192205491
2017-01-22,Paid,Parents,101.0,0.08945969884853854
2017-01-22,Paid,Preschool,103.0,0.0912311780336581
2017-01-22,Paid,Professional,73.0,0.06465899025686449
2017-01-22,Paid,Subject Learning,99.0,0.08768821966341896
2017-01-22,Paid,Teaching and Learning,94.0,0.08325952170062002
2017-01-22,Paid,Translating,86.0,0.07617360496014172
2017-01-22,Paid,Well-being,135.5,0.1200177147918512
2017-01-23,Free,Cognitive Development,140.5,0.13581440309328177
2017-01-23,Free,Education Management,94.0,0.09086515224746254
2017-01-23,Free,Licensing Exam,139.0,0.13436442725954567
2017-01-23,Free,Non-Education,105.0,0.1014983083615273
2017-01-23,Free,Parents,156.0,0.15079748670855486
2017-01-23,Free,Preschool,88.5,0.08554857419043016
2017-01-23,Free,Professional & Career,81.0,0.07829869502174963
2017-01-23,Free,Subject Learning,100.0,0.09666505558240696
2017-01-23,Free,Teaching and Learning,130.5,0.12614789753504108
2017-01-23,Paid,Education Management,98.5,0.08743897026187306
2017-01-23,Paid,Entertainment,110.0,0.09764758100310697
2017-01-23,Paid,Hobby,154.5,0.13715046604527298
2017-01-23,Paid,Licensing Exams,117.5,0.10430537061695518
2017-01-23,Paid,Parents,123.5,0.10963160230803373
2017-01-23,Paid,Preschool,100.0,0.0887705281846427
2017-01-23,Paid,Professional,66.0,0.05858854860186418
2017-01-23,Paid,Subject Learning,101.0,0.08965823346648913
2017-01-23,Paid,Teaching and Learning,100.0,0.0887705281846427
2017-01-23,Paid,Translating,72.0,0.06391478029294274
2017-01-23,Paid,Well-being,83.5,0.07412339103417666
2017-01-24,Free,Cognitive Development,132.0,0.12915851272015655
2017-01-24,Free,Education Management,90.0,0.08806262230919765
2017-01-24,Free,Licensing Exam,128.5,0.12573385518591
2017-01-24,Free,Non-Education,101.0,0.09882583170254403
2017-01-24,Free,Parents,143.0,0.13992172211350293
2017-01-24,Free,Preschool,95.0,0.09295499021526418
2017-01-24,Free,Professional & Career,96.0,0.09393346379647749
2017-01-24,Free,Subject Learning,108.5,0.10616438356164383
2017-01-24,Free,Teaching and Learning,128.0,0.12524461839530332
2017-01-24,Paid,Education Management,46.0,0.0423572744014733
