month,app_type,classification,score_borda,relative_score
2017-07-01,Paid,Parents,107.99337748344371,0.0980190951262004
2017-07-01,Paid,Preschool,96.29861264038757,0.0874044602815239
2017-07-01,Paid,Professional,66.18401937046005,0.060071254753579405
2017-07-01,Paid,Subject Learning,94.0209501056694,0.08533716295405444
2017-07-01,Paid,Teaching and Learning,74.34722222222223,0.06748050313072194
2017-07-01,Paid,Translating,84.21465968586388,0.07643658278985478
2017-07-01,Paid,Well-being,70.45714285714286,0.06394971200056546
2017-08-01,Free,Cognitive Development,113.44610281923715,0.11737157274984199
2017-08-01,Free,Education Management,113.0446549391069,0.11695623394227576
2017-08-01,Free,Licensing Exam,119.95235148514851,0.12410295108406612
2017-08-01,Free,Non-Education,113.2228731942215,0.11714061891783427
2017-08-01,Free,Parents,112.26098535286285,0.11614544776656867
2017-08-01,Free,Preschool,95.93582741671217,0.09925540558143815
2017-08-01,Free,Professional & Career,86.12191582002903,0.08910191233393552
2017-08-01,Free,Subject Learning,100.10073525968248,0.103564427854918
2017-08-01,Free,Teaching and Learning,112.46974387841261,0.1163614297691215
2017-08-01,Paid,Cognitive Development,55.8125,0.04986834922951923
2017-08-01,Paid,Education Management,98.39909638554217,0.08791938190232187
2017-08-01,Paid,Entertainment,121.62860998650473,0.10867490255960596
2017-08-01,Paid,Hobby,130.04188991719434,0.11619215016093783
2017-08-01,Paid,Licensing Exams,107.55483771727427,0.09610001717553056
2017-08-01,Paid,Parents,101.78285714285714,0.09094276489277967
2017-08-01,Paid,Preschool,91.15917991246256,0.0814505320376485
2017-08-01,Paid,Professional,70.2809667673716,0.06279589330245951
2017-08-01,Paid,Subject Learning,95.31188544152745,0.085160965534997
2017-08-01,Paid,Teaching and Learning,81.65079365079364,0.07295480927471783
2017-08-01,Paid,Translating,84.66120218579235,0.07564460285405651
2017-08-01,Paid,Well-being,80.91304347826087,0.07229563107542551
2017-09-01,Free,Cognitive Development,115.97809719370294,0.1209555052508111
2017-09-01,Free,Education Management,116.71138996138995,0.12172026859284293
2017-09-01,Free,Licensing Exam,119.23303730017761,0.12435013694995187
2017-09-01,Free,Non-Education,101.58446749785857,0.10594414712043766
2017-09-01,Free,Parents,118.43038821954485,0.12351304074440811
2017-09-01,Free,Preschool,86.28322731837964,0.08998622677465212
2017-09-01,Free,Professional & Career,76.95114503816794,0.08025364144554538
2017-09-01,Free,Subject Learning,101.11899121508242,0.10545869408811703
2017-09-01,Free,Teaching and Learning,122.55852031534263,0.1278183390332338
2017-09-01,Paid,Cognitive Development,79.36111111111111,0.07159732047256982
2017-09-01,Paid,Education Management,90.07206068268015,0.08126043227007834
2017-09-01,Paid,Entertainment,107.42705167173253,0.0969176078595438
2017-09-01,Paid,Hobby,126.02185792349727,0.11369330925400863
2017-09-01,Paid,Licensing Exams,108.29152199074075,0.09769750821127149
2017-09-01,Paid,Parents,88.1744966442953,0.07954850436645752
2017-09-01,Paid,Preschool,85.84947049924357,0.07745093239847803
2017-09-01,Paid,Professional,69.95390070921985,0.06311040479728258
2017-09-01,Paid,Subject Learning,97.85250861416925,0.08827972945697189
2017-09-01,Paid,Teaching and Learning,91.77946768060836,0.08280080594045983
2017-09-01,Paid,Translating,87.87244897959184,0.07927600561807827
2017-09-01,Paid,Well-being,75.78099173553719,0.06836743935479984
2017-10-01,Free,Cognitive Development,120.95855263157895,0.12434860589304372
2017-10-01,Free,Education Management,113.85607321131448,0.11704706834088766
2017-10-01,Free,Licensing Exam,122.57598889659958,0.12601137334768386
2017-10-01,Free,Non-Education,101.55122777307366,0.10439736029886898
2017-10-01,Free,Parents,123.30894941634241,0.1267648762362499
2017-10-01,Free,Preschool,85.53516723976243,0.0879324245346169
2017-10-01,Free,Professional & Career,83.54814814814814,0.08588971611467015
2017-10-01,Free,Subject Learning,99.81163573508006,0.10260901346401549
2017-10-01,Free,Teaching and Learning,121.59176182707994,0.12499956176996323
2017-10-01,Paid,Cognitive Development,75.33333333333333,0.06916598046477672
2017-10-01,Paid,Education Management,89.20764331210191,0.08190443515000369
2017-10-01,Paid,Entertainment,107.26178960096735,0.09848053332952432
2017-10-01,Paid,Hobby,127.16187433439829,0.11675144755854937
2017-10-01,Paid,Licensing Exams,108.56005453306066,0.0996725125365766
2017-10-01,Paid,Parents,69.16935483870968,0.06350663157790358
2017-10-01,Paid,Preschool,86.88655462184875,0.07977336822513115
2017-10-01,Paid,Professional,74.40700808625337,0.06831549116464095
2017-10-01,Paid,Subject Learning,94.30742107421074,0.08658670677480973
2017-10-01,Paid,Teaching and Learning,92.73597359735973,0.08514390979934115
2017-10-01,Paid,Translating,86.00209643605871,0.07896131843397718
2017-10-01,Paid,Well-being,78.13432835820896,0.07173766498476546
2017-11-01,Free,Cognitive Development,112.85777496839444,0.11491965817366753
2017-11-01,Free,Education Management,122.00352319436288,0.12423249692283707
2017-11-01,Free,Licensing Exam,124.645960502693,0.12692321089716171
2017-11-01,Free,Non-Education,103.35765455027858,0.10524597294139801
2017-11-01,Free,Parents,120.00942587832049,0.12220196794963344
2017-11-01,Free,Preschool,91.67311522048364,0.09334796001253376
2017-11-01,Free,Professional & Career,86.55346820809248,0.08813477833498788
2017-11-01,Free,Subject Learning,101.13787274007983,0.10298563627500879
2017-11-01,Free,Teaching and Learning,119.81925087108014,0.12200831849277187
2017-11-01,Paid,Cognitive Development,73.72727272727273,0.06713514235005856
2017-11-01,Paid,Education Management,91.01078167115902,0.0828732917530419
2017-11-01,Paid,Entertainment,104.13875305623472,0.09482746006962645
2017-11-01,Paid,Hobby,128.30817610062894,0.1168358376561198
2017-11-01,Paid,Licensing Exams,109.5518417462483,0.09975655165696688
2017-11-01,Paid,Parents,90.63636363636364,0.0825323513230683
2017-11-01,Paid,Preschool,87.88299185386325,0.08002516504419187
2017-11-01,Paid,Professional,70.0530303030303,0.06378942265834273
2017-11-01,Paid,Subject Learning,92.78904428904428,0.08449255569122027
2017-11-01,Paid,Teaching and Learning,92.30344827586207,0.08405037796968426
2017-11-01,Paid,Translating,84.9560975609756,0.07735997131427516
2017-11-01,Paid,Well-being,72.83414634146341,0.0663218725134039
2017-12-01,Free,Cognitive Development,119.88246153846154,0.12284681235701703
2017-12-01,Free,Education Management,117.79349904397705,0.12070619578735767
2017-12-01,Free,Licensing Exam,123.5345203488372,0.126589176149331
2017-12-01,Free,Non-Education,102.57522802176746,0.10511162039516136
2017-12-01,Free,Parents,123.03564899451554,0.12607796913148892
2017-12-01,Free,Preschool,94.40863241848463,0.09674308821124171
2017-12-01,Free,Professional & Career,79.71830985915493,0.08168951593927892
2017-12-01,Free,Subject Learning,99.02109920819748,0.10146960812872804
2017-12-01,Free,Teaching and Learning,115.90013464991023,0.1187660139003953
2017-12-01,Paid,Cognitive Development,34.92307692307692,0.03410351064590084
2017-12-01,Paid,Education Management,82.66938110749186,0.08072931617392506
2017-12-01,Paid,Entertainment,104.70680044593088,0.10224956671404901
2017-12-01,Paid,Hobby,130.062435500516,0.127010161890765
2017-12-01,Paid,Licensing Exams,107.78322166387493,0.10525379122692696
2017-12-01,Paid,Parents,74.02803738317758,0.07229076540286443
2017-12-01,Paid,Preschool,90.16530926700418,0.08804933171413404
2017-12-01,Paid,Professional,77.10725552050474,0.07529772119770153
2017-12-01,Paid,Subject Learning,91.77291406110416,0.08961920962983859
2017-12-01,Paid,Teaching and Learning,77.36774193548388,0.075552094580835
2017-12-01,Paid,Translating,82.37971014492754,0.0804464431390725
2017-12-01,Paid,Well-being,71.06584362139918,0.0693980876839869
2018-01-01,Free,Cognitive Development,123.45528967254408,0.1268543274493635
2018-01-01,Free,Education Management,109.59740259740259,0.11261489753551303
2018-01-01,Free,Licensing Exam,123.7905203844879,0.1271987879144987
2018-01-01,Free,Non-Education,102.21434200157604,0.10502856252398242
2018-01-01,Free,Parents,120.35288367546433,0.12366650433317063
2018-01-01,Free,Preschool,91.94900627615063,0.09448059602578895
2018-01-01,Free,Professional & Career,84.5359765051395,0.08686346671154085
2018-01-01,Free,Subject Learning,100.84695195056719,0.10362352475086013
2018-01-01,Free,Teaching and Learning,116.46281555606095,0.1196693327552818
2018-01-01,Paid,Cognitive Development,69.66666666666667,0.0650092678820897
2018-01-01,Paid,Education Management,88.18367346938776,0.0822883643741362
2018-01-01,Paid,Entertainment,100.41683366733467,0.09370370583374646
2018-01-01,Paid,Hobby,131.62126245847176,0.12282203698767886
2018-01-01,Paid,Licensing Exams,110.08999463519314,0.10273019070397735
2018-01-01,Paid,Parents,75.38947368421053,0.07034949029033388
2018-01-01,Paid,Preschool,92.38571071696228,0.08620948444702746
2018-01-01,Paid,Professional,72.98054474708171,0.068101604549912
2018-01-01,Paid,Subject Learning,91.9554029383639,0.08580794386831
2018-01-01,Paid,Teaching and Learning,85.18861209964413,0.07949353068644775
2018-01-01,Paid,Translating,81.22093023255815,0.07579109872422331
2018-01-01,Paid,Well-being,72.54296875,0.06769328165211691
2018-02-01,Free,Cognitive Development,126.46416610850636,0.1285845528222002
2018-02-01,Free,Education Management,115.62633900441084,0.11756501112412936
2018-02-01,Free,Licensing Exam,125.61063464837049,0.12771671045626798
2018-02-01,Free,Non-Education,97.500174855744,0.09913493102192601
2018-02-01,Free,Parents,119.68723404255319,0.12169399397045916
2018-02-01,Free,Preschool,88.52154398563734,0.0900057581430435
2018-02-01,Free,Professional & Career,87.38356164383562,0.08884869559289324
2018-02-01,Free,Subject Learning,102.70666263176477,0.10442871441570944
2018-02-01,Free,Teaching and Learning,120.0094696969697,0.12202163245337111
2018-02-01,Paid,Cognitive Development,66.7,0.06195867699956911
2018-02-01,Paid,Education Management,90.74329501915709,0.08429287115395145
2018-02-01,Paid,Entertainment,98.13019891500905,0.09115468213610962
2018-02-01,Paid,Hobby,127.77658942364825,0.11869367964327406
2018-02-01,Paid,Licensing Exams,112.39179370280667,0.10440250140081564
2018-02-01,Paid,Parents,75.62068965517241,0.07024524564961745
2018-02-01,Paid,Preschool,89.03093363329583,0.08270223178344004
2018-02-01,Paid,Professional,73.79629629629629,0.0685505380207904
2018-02-01,Paid,Subject Learning,93.87036690378136,0.08719765731367962
2018-02-01,Paid,Teaching and Learning,89.05737704918033,0.08272679548754128
2018-02-01,Paid,Translating,84.81987577639751,0.07879051403858155
2018-02-01,Paid,Well-being,74.58653846153847,0.06928460637262969
2018-03-01,Free,Cognitive Development,124.87359050445104,0.1263979840326215
2018-03-01,Free,Education Management,112.10507056978568,0.11347359247550909
2018-03-01,Free,Licensing Exam,126.59804221474457,0.12814348697573533
2018-03-01,Free,Non-Education,99.56057600470209,0.1007759610761923
2018-03-01,Free,Parents,128.4517857142857,0.13001986003675678
2018-03-01,Free,Preschool,84.5396785534907,0.0855716961189339
2018-03-01,Free,Professional & Career,92.75478927203065,0.09388709274710419
2018-03-01,Free,Subject Learning,101.90846010141446,0.1031525069524488
2018-03-01,Free,Teaching and Learning,117.14773933347485,0.11857781958469807
2018-03-01,Paid,Cognitive Development,62.391304347826086,0.055696553948475294
2018-03-01,Paid,Education Management,89.044921875,0.07949016849206984
2018-03-01,Paid,Entertainment,97.94634831460674,0.08743644855616367
2018-03-01,Paid,Hobby,126.05013927576601,0.11252462912534293
2018-03-01,Paid,Licensing Exams,113.38582774882104,0.10121923140119093
2018-03-01,Paid,Parents,122.95348837209302,0.10976025697574823
2018-03-01,Paid,Preschool,90.35112059765208,0.08065620867000942
2018-03-01,Paid,Professional,72.60147601476015,0.06481114744856137
2018-03-01,Paid,Subject Learning,93.31047018904508,0.08329801229781195
2018-03-01,Paid,Teaching and Learning,94.07335907335907,0.08397904120634392
2018-03-01,Paid,Translating,78.05277044854881,0.06967750370916921
2018-03-01,Paid,Well-being,80.03921568627452,0.07145079816911323
2018-04-01,Free,Cognitive Development,119.87419768934531,0.12410519619789738
2018-04-01,Free,Education Management,107.86477272727272,0.11167189470457346
2018-04-01,Free,Licensing Exam,122.83766233766234,0.12717325728772444
2018-04-01,Free,Non-Education,103.93472399602668,0.10760313363455097
2018-04-01,Free,Parents,121.16119402985075,0.12543761748974475
2018-04-01,Free,Preschool,83.21843509187907,0.08615565662532566
2018-04-01,Free,Professional & Career,89.57045143638851,0.0927318694374483
2018-04-01,Free,Subject Learning,100.5528981819864,0.10410194518658951
2018-04-01,Free,Teaching and Learning,116.89363099146422,0.12101942943614553
2018-04-01,Paid,Cognitive Development,60.32,0.0547182404754079
2018-04-01,Paid,Education Management,88.80133928571429,0.08055459279797747
2018-04-01,Paid,Entertainment,107.86005607953098,0.09784337676145155
2018-04-01,Paid,Hobby,124.327959697733,0.11278194954504933
2018-04-01,Paid,Licensing Exams,110.5353470437018,0.10027022050016483
2018-04-01,Paid,Parents,117.37837837837837,0.10647775753848684
2018-04-01,Paid,Preschool,87.42260514018692,0.07930389806113028
2018-04-01,Paid,Professional,79.94306049822065,0.07251895902986935
2018-04-01,Paid,Subject Learning,92.45984388551605,0.08387334171164357
2018-04-01,Paid,Teaching and Learning,76.84615384615384,0.0697096539417115
2018-04-01,Paid,Translating,79.93681318681318,0.07251329188981766
2018-04-01,Paid,Well-being,76.54307116104869,0.0694347177472898
2018-05-01,Free,Cognitive Development,116.22963483146067,0.1208897457590204
2018-05-01,Free,Education Management,106.78142695356739,0.11106272143864691
2018-05-01,Free,Licensing Exam,119.36909527622097,0.1241550797294653
2018-05-01,Free,Non-Education,105.8803216311293,0.11012548719980927
2018-05-01,Free,Parents,118.87534372135656,0.12364153169997838
2018-05-01,Free,Preschool,84.44147465437788,0.08782707110184784
2018-05-01,Free,Professional & Career,93.86111111111111,0.0976243784585139
2018-05-01,Free,Subject Learning,99.0559376432829,0.1030274863633705
2018-05-01,Free,Teaching and Learning,116.95721569496786,0.12164649824934745
2018-05-01,Paid,Cognitive Development,95.56756756756756,0.08271687922785946
2018-05-01,Paid,Education Management,97.20813008130081,0.08413684014941669
2018-05-01,Paid,Entertainment,109.57492090882945,0.0948407051671556
2018-05-01,Paid,Hobby,125.5769777356703,0.10869101271011265
2018-05-01,Paid,Licensing Exams,112.42847434590554,0.09731054970785698
2018-05-01,Paid,Parents,98.82857142857142,0.08553938553829296
2018-05-01,Paid,Preschool,86.40210795273076,0.07478387187688482
2018-05-01,Paid,Professional,104.51226158038148,0.09045880667479361
2018-05-01,Paid,Subject Learning,94.66488525620873,0.08193557793883165
2018-05-01,Paid,Teaching and Learning,77.6231884057971,0.06718542769338712
2018-05-01,Paid,Translating,85.93526785714286,0.07437980638910137
2018-05-01,Paid,Well-being,67.03515625,0.058021136926307046
2018-06-01,Free,Cognitive Development,115.09880749574106,0.12176836903062221
2018-06-01,Free,Education Management,100.27161214953271,0.10608199109249258
2018-06-01,Free,Licensing Exam,117.95731707317073,0.12479251894733534
2018-06-01,Free,Non-Education,108.49149576538112,0.11477818737202772
2018-06-01,Free,Parents,121.52330097087379,0.12856513877425083
2018-06-01,Free,Preschool,81.4852237545736,0.08620699912166242
2018-06-01,Free,Professional & Career,88.08662420382166,0.09319092696168542
2018-06-01,Free,Subject Learning,98.72021692745378,0.10444069810236806
2018-06-01,Free,Teaching and Learning,113.59287257019439,0.12017517059755543
2018-06-01,Paid,Cognitive Development,67.28205128205128,0.06123401143499934
2018-06-01,Paid,Education Management,93.5006729475101,0.08509581927647511
2018-06-01,Paid,Entertainment,109.63704128440367,0.09978167597127975
2018-06-01,Paid,Hobby,123.4764468371467,0.11237704578718681
2018-06-01,Paid,Licensing Exams,108.42125259037532,0.09867517553952887
2018-06-01,Paid,Parents,95.83333333333333,0.08721879486978278
2018-06-01,Paid,Preschool,86.34756273435246,0.07858570812138978
2018-06-01,Paid,Professional,72.47058823529412,0.06595614646316464
2018-06-01,Paid,Subject Learning,91.64246682279469,0.08340464885403343
2018-06-01,Paid,Teaching and Learning,85.53763440860214,0.07784858493005575
2018-06-01,Paid,Translating,84.07956989247312,0.07652158705242967
2018-06-01,Paid,Well-being,80.54066985645933,0.07330080169967398
2018-07-01,Free,Cognitive Development,113.27236580516899,0.12592162525173722
2018-07-01,Free,Education Management,87.90379746835443,0.09772011879802743
2018-07-01,Free,Licensing Exam,115.57461084272678,0.12848096472342851
2018-07-01,Free,Non-Education,110.78154501496661,0.12315265154942592
2018-07-01,Free,Parents,108.29145211122554,0.12038448701752043
2018-07-01,Free,Preschool,92.28499913688935,0.10259057445361475
2018-07-01,Free,Professional & Career,73.14462081128748,0.08131276737718722
2018-07-01,Free,Subject Learning,94.24798031386386,0.10477276406699633
2018-07-01,Free,Teaching and Learning,104.04519628099173,0.11566404676206223
2018-07-01,Paid,Cognitive Development,88.68,0.07760492225499217
2018-07-01,Paid,Education Management,99.62802547770701,0.08718566950401253
2018-07-01,Paid,Entertainment,119.2066822066822,0.10431918476460454
2018-07-01,Paid,Hobby,119.71890435563539,0.10476743645660722
2018-07-01,Paid,Licensing Exams,107.23962925285407,0.09384667445671993
2018-07-01,Paid,Parents,111.09677419354838,0.09722210784924157
2018-07-01,Paid,Preschool,86.40514387573211,0.07561416861645921
2018-07-01,Paid,Professional,68.20289855072464,0.05968516733867956
2018-07-01,Paid,Subject Learning,90.38024923181973,0.07909283057084107
2018-07-01,Paid,Teaching and Learning,92.80272108843538,0.08121276449165256
2018-07-01,Paid,Translating,88.82235528942115,0.07772949906112789
2018-07-01,Paid,Well-being,70.52763819095478,0.061719574635061586
2018-08-01,Free,Cognitive Development,104.89569945625308,0.11394478172479323
2018-08-01,Free,Education Management,127.49915777653004,0.1384981822729592
2018-08-01,Free,Licensing Exam,117.36030489592495,0.1274846766248831
2018-08-01,Free,Non-Education,112.37428655486907,0.12206852730234231
2018-08-01,Free,Parents,100.9895104895105,0.10970161588006853
2018-08-01,Free,Preschool,84.30151445617255,0.09157398933961218
2018-08-01,Free,Professional & Career,68.12237762237763,0.07399911997338833
2018-08-01,Free,Subject Learning,95.18464241135408,0.10339597675915677
2018-08-01,Free,Teaching and Learning,109.85612472160356,0.11933313012279627
2018-08-01,Paid,Cognitive Development,55.869565217391305,0.04888227323857246
2018-08-01,Paid,Education Management,106.50453720508168,0.09318461435217876
2018-08-01,Paid,Entertainment,119.33479363615402,0.10441026284513322
2018-08-01,Paid,Hobby,121.10720640569394,0.10596100992818401
2018-08-01,Paid,Licensing Exams,107.0592643837196,0.09366996492567133
2018-08-01,Paid,Parents,121.38095238095238,0.10620052003549332
2018-08-01,Paid,Preschool,83.59291084854995,0.07313841611272238
