month,app_type,classification,score_borda,relative_score
2017-08-01,Free,Cognitive Development,205224,0.039445172048867855
2017-08-01,Free,Education Management,167080,0.03211368721945211
2017-08-01,Free,Licensing Exam,387686,0.0745153635585379
2017-08-01,Free,Non-Education,1410757,0.27115518937426747
2017-08-01,Free,Parents,84308,0.016204457398237785
2017-08-01,Free,Preschool,351317,0.06752504340960173
2017-08-01,Free,Professional & Career,59338,0.011405087217068767
2017-08-01,Free,Subject Learning,2137451,0.4108297394116899
2017-08-01,Free,Teaching and Learning,399605,0.07680626036227653
2017-08-01,Paid,Cognitive Development,893,0.00029914925035140824
2017-08-01,Paid,Education Management,65337,0.021887474322743516
2017-08-01,Paid,Entertainment,450634,0.1509594885586299
2017-08-01,Paid,Hobby,266976,0.08943524105466692
2017-08-01,Paid,Licensing Exams,699214,0.23423218805734553
2017-08-01,Paid,Parents,17812,0.005966905316079825
2017-08-01,Paid,Preschool,395722,0.13256432211372898
2017-08-01,Paid,Professional,23263,0.007792955219400683
2017-08-01,Paid,Subject Learning,998392,0.33445489177698007
2017-08-01,Paid,Teaching and Learning,15432,0.005169620639891301
2017-08-01,Paid,Translating,30986,0.0103801104942763
2017-08-01,Paid,Well-being,20471,0.006857653195905575
2017-09-01,Free,Cognitive Development,169444,0.03338529631509427
2017-09-01,Free,Education Management,362739,0.07146991926560387
2017-09-01,Free,Licensing Exam,335641,0.06613084110676422
2017-09-01,Free,Non-Education,1067348,0.2102979701336326
2017-09-01,Free,Parents,176935,0.03486123677150684
2017-09-01,Free,Preschool,257728,0.05077975997200619
2017-09-01,Free,Professional & Career,50403,0.009930827235958173
2017-09-01,Free,Subject Learning,2048873,0.40368636373666905
2017-09-01,Free,Teaching and Learning,606297,0.11945778546276477
2017-09-01,Paid,Cognitive Development,2857,0.0009384610027900902
2017-09-01,Paid,Education Management,71247,0.023403056025826235
2017-09-01,Paid,Entertainment,353435,0.11609554235950842
2017-09-01,Paid,Hobby,253682,0.08332889888337265
2017-09-01,Paid,Licensing Exams,748511,0.24586922774218173
2017-09-01,Paid,Parents,13138,0.004315541006179981
2017-09-01,Paid,Preschool,340479,0.11183978430835391
2017-09-01,Paid,Professional,19727,0.0064798810647672764
2017-09-01,Paid,Subject Learning,1164347,0.38246211173105815
2017-09-01,Paid,Teaching and Learning,24138,0.007928796529698004
2017-09-01,Paid,Translating,34446,0.011314745433009258
2017-09-01,Paid,Well-being,18339,0.0060239539132542754
2017-10-01,Free,Cognitive Development,183857,0.034761030558669886
2017-10-01,Free,Education Management,273710,0.051749140224269595
2017-10-01,Free,Licensing Exam,353264,0.0667900634693156
2017-10-01,Free,Non-Education,1199320,0.2267501328185708
2017-10-01,Free,Parents,158452,0.029957819468839155
2017-10-01,Free,Preschool,273627,0.051733447781031804
2017-10-01,Free,Professional & Career,56395,0.01066235345054139
2017-10-01,Free,Subject Learning,2194259,0.41485885309037146
2017-10-01,Free,Teaching and Learning,596286,0.11273715913839033
2017-10-01,Paid,Cognitive Development,678,0.00021989733583674666
2017-10-01,Paid,Education Management,70028,0.02271234606781076
2017-10-01,Paid,Entertainment,354822,0.11508025441927157
2017-10-01,Paid,Hobby,238810,0.07745380939701102
2017-10-01,Paid,Licensing Exams,796288,0.2582619612961229
2017-10-01,Paid,Parents,8577,0.0027817985980409677
2017-10-01,Paid,Preschool,351543,0.11401676863135314
2017-10-01,Paid,Professional,27605,0.008953194625034501
2017-10-01,Paid,Subject Learning,1150079,0.37300782905868696
2017-10-01,Paid,Teaching and Learning,28099,0.00911341480778281
2017-10-01,Paid,Translating,41023,0.013305086147538139
2017-10-01,Paid,Well-being,15705,0.005093639615510482
2017-11-01,Free,Cognitive Development,178541,0.03481529220092293
2017-11-01,Free,Education Management,207772,0.04051530399835421
2017-11-01,Free,Licensing Exam,347139,0.0676917106957852
2017-11-01,Free,Non-Education,1168665,0.22788834755037551
2017-11-01,Free,Parents,140051,0.02730978592049701
2017-11-01,Free,Preschool,322231,0.0628346789879949
2017-11-01,Free,Professional & Career,59895,0.011679456967163167
2017-11-01,Free,Subject Learning,2153731,0.4199750986450504
2017-11-01,Free,Teaching and Learning,550210,0.10729032503385667
2017-11-01,Paid,Cognitive Development,1622,0.000551036812112754
2017-11-01,Paid,Education Management,67530,0.022941748410588332
2017-11-01,Paid,Entertainment,340742,0.11575917720895439
2017-11-01,Paid,Hobby,224411,0.07623842296118079
2017-11-01,Paid,Licensing Exams,803015,0.2728056878413829
2017-11-01,Paid,Parents,10967,0.0037257834269054085
2017-11-01,Paid,Preschool,356014,0.12094748435728113
2017-11-01,Paid,Professional,27741,0.00942436017559797
2017-11-01,Paid,Subject Learning,1034969,0.3516066697876232
2017-11-01,Paid,Teaching and Learning,26768,0.00909380603368323
2017-11-01,Paid,Translating,34832,0.01183336266307734
2017-11-01,Paid,Well-being,14931,0.0050724603216125335
2017-12-01,Free,Cognitive Development,194809,0.03683751322723309
2017-12-01,Free,Education Management,184818,0.03494825967809888
2017-12-01,Free,Licensing Exam,339967,0.0642862437532288
2017-12-01,Free,Non-Education,1338299,0.25306637329123816
2017-12-01,Free,Parents,134601,0.025452448900711983
2017-12-01,Free,Preschool,402464,0.07610414777287054
2017-12-01,Free,Professional & Career,50940,0.009632526853457763
2017-12-01,Free,Subject Learning,2125983,0.40201390532969566
2017-12-01,Free,Teaching and Learning,516451,0.09765858119346515
2017-12-01,Paid,Cognitive Development,454,0.00015183509771959737
2017-12-01,Paid,Education Management,50759,0.016975765914425203
2017-12-01,Paid,Entertainment,375688,0.1256445466785905
2017-12-01,Paid,Hobby,252061,0.0842989131416287
2017-12-01,Paid,Licensing Exams,772159,0.258239729559618
2017-12-01,Paid,Parents,7921,0.0026490876851033717
2017-12-01,Paid,Preschool,409621,0.1369930496982361
2017-12-01,Paid,Professional,24443,0.008174681263348279
2017-12-01,Paid,Subject Learning,1027306,0.3435707200394905
2017-12-01,Paid,Teaching and Learning,23984,0.008021173972922518
2017-12-01,Paid,Translating,28421,0.009505077780371534
2017-12-01,Paid,Well-being,17269,0.0057754191685456535
2018-01-01,Free,Cognitive Development,196047,0.03716390604411322
2018-01-01,Free,Education Management,177219,0.033594751591361764
2018-01-01,Free,Licensing Exam,373476,0.07079846656021886
2018-01-01,Free,Non-Education,1297100,0.24588645850137597
2018-01-01,Free,Parents,123121,0.02333959344472123
2018-01-01,Free,Preschool,351613,0.06665397836176418
2018-01-01,Free,Professional & Career,57569,0.010913142802764408
2018-01-01,Free,Subject Learning,2186967,0.41457526057310823
2018-01-01,Free,Teaching and Learning,512087,0.09707444212057213
2018-01-01,Paid,Cognitive Development,1881,0.0006306457631568095
2018-01-01,Paid,Education Management,47531,0.01593579147719634
2018-01-01,Paid,Entertainment,350756,0.11759850361607117
2018-01-01,Paid,Hobby,237708,0.07969672677750073
2018-01-01,Paid,Licensing Exams,820831,0.27520127188610694
2018-01-01,Paid,Parents,7162,0.002401214755836826
2018-01-01,Paid,Preschool,369820,0.12399012021831542
2018-01-01,Paid,Professional,18756,0.006288352968510962
2018-01-01,Paid,Subject Learning,1057763,0.3546378279500459
2018-01-01,Paid,Teaching and Learning,23938,0.008025730078919567
2018-01-01,Paid,Translating,27940,0.009367486774376
2018-01-01,Paid,Well-being,18571,0.006226327733963376
2018-02-01,Free,Cognitive Development,188811,0.038777455837761945
2018-02-01,Free,Education Management,183499,0.03768649267666333
2018-02-01,Free,Licensing Exam,366155,0.07519985245709056
2018-02-01,Free,Non-Education,1115207,0.22903798079806256
2018-02-01,Free,Parents,112506,0.023106156137530365
2018-02-01,Free,Preschool,295839,0.06075855621540936
2018-02-01,Free,Professional & Career,63790,0.013101005279834516
2018-02-01,Free,Subject Learning,2036365,0.4182227405027467
2018-02-01,Free,Teaching and Learning,506920,0.10410976009490065
2018-02-01,Paid,Cognitive Development,2001,0.0007189364483174156
2018-02-01,Paid,Education Management,47368,0.017018781451224062
2018-02-01,Paid,Entertainment,325596,0.11698292445095315
2018-02-01,Paid,Hobby,215048,0.07726429052362
2018-02-01,Paid,Licensing Exams,788878,0.28343485630971826
2018-02-01,Paid,Parents,4386,0.0015758397113044404
2018-02-01,Paid,Preschool,316594,0.11374860865497446
2018-02-01,Paid,Professional,15940,0.005727059963108249
2018-02-01,Paid,Subject Learning,1002911,0.36033446892477144
2018-02-01,Paid,Teaching and Learning,21730,0.007807340840548447
2018-02-01,Paid,Translating,27312,0.00981288969337594
2018-02-01,Paid,Well-being,15514,0.0055740030280841514
2018-03-01,Free,Cognitive Development,210412,0.03764108340029868
2018-03-01,Free,Education Management,214457,0.03836470269175643
2018-03-01,Free,Licensing Exam,413849,0.07403439311507998
2018-03-01,Free,Non-Education,1355119,0.24242033389887147
2018-03-01,Free,Parents,143866,0.02573651742518188
2018-03-01,Free,Preschool,336637,0.06022176203175839
2018-03-01,Free,Professional & Career,72627,0.01299240995814636
2018-03-01,Free,Subject Learning,2291106,0.4098611867427937
2018-03-01,Free,Teaching and Learning,551883,0.09872761073611312
2018-03-01,Paid,Cognitive Development,1435,0.0004586730763698663
2018-03-01,Paid,Education Management,45591,0.014572379250716777
2018-03-01,Paid,Entertainment,348689,0.11145244343298419
2018-03-01,Paid,Hobby,226260,0.07232011864769752
2018-03-01,Paid,Licensing Exams,913663,0.29203666827548513
2018-03-01,Paid,Parents,5287,0.0016898986444372705
2018-03-01,Paid,Preschool,338636,0.10823917483594846
2018-03-01,Paid,Professional,19675,0.006288775454757574
2018-03-01,Paid,Subject Learning,1154997,0.36917493183830413
2018-03-01,Paid,Teaching and Learning,24365,0.007787853314112747
2018-03-01,Paid,Translating,29582,0.009455377662141731
2018-03-01,Paid,Well-being,20410,0.006523705567044579
2018-04-01,Free,Cognitive Development,186764,0.034373339551665376
2018-04-01,Free,Education Management,189842,0.034939835981063046
2018-04-01,Free,Licensing Exam,416174,0.0765955441871816
2018-04-01,Free,Non-Education,1464856,0.2696022396301982
2018-04-01,Free,Parents,121767,0.02241084168891027
2018-04-01,Free,Preschool,280779,0.05167651102984008
2018-04-01,Free,Professional & Career,65476,0.012050656338934923
2018-04-01,Free,Subject Learning,2173652,0.4000539625578621
2018-04-01,Free,Teaching and Learning,534087,0.09829706903434444
2018-04-01,Paid,Cognitive Development,1508,0.0004983629701772064
2018-04-01,Paid,Education Management,39783,0.013147462892944165
2018-04-01,Paid,Entertainment,423135,0.1398374107333768
2018-04-01,Paid,Hobby,246791,0.08155934732957755
2018-04-01,Paid,Licensing Exams,859965,0.28420073716740135
2018-04-01,Paid,Parents,4343,0.0014352721349334267
2018-04-01,Paid,Preschool,299335,0.09892405814190589
2018-04-01,Paid,Professional,22464,0.007423889762639764
2018-04-01,Paid,Subject Learning,1066062,0.3523115548495046
2018-04-01,Paid,Teaching and Learning,12987,0.0042919362690261136
2018-04-01,Paid,Translating,29097,0.009615959776688445
2018-04-01,Paid,Well-being,20437,0.006754007971824646
2018-05-01,Free,Cognitive Development,165511,0.029264334681112444
2018-05-01,Free,Education Management,188576,0.03334250398357487
2018-05-01,Free,Licensing Exam,447276,0.07908377424358048
2018-05-01,Free,Non-Education,1474807,0.26076360869094745
2018-05-01,Free,Parents,129693,0.022931281653772354
2018-05-01,Free,Preschool,274857,0.04859802210998981
2018-05-01,Free,Professional & Career,70959,0.01254640431534495
2018-05-01,Free,Subject Learning,2376451,0.42018510804275455
2018-05-01,Free,Teaching and Learning,527594,0.09328496227892309
2018-05-01,Paid,Cognitive Development,3536,0.0010745698605642282
2018-05-01,Paid,Education Management,59783,0.018167706440642323
2018-05-01,Paid,Entertainment,380992,0.11578125574549955
2018-05-01,Paid,Hobby,265093,0.08056022286384416
2018-05-01,Paid,Licensing Exams,992631,0.30165479504008214
2018-05-01,Paid,Parents,3459,0.0010511700078313533
2018-05-01,Paid,Preschool,270525,0.08221097611118151
2018-05-01,Paid,Professional,38356,0.01165616560288505
2018-05-01,Paid,Subject Learning,1204516,0.3660454157713184
2018-05-01,Paid,Teaching and Learning,16068,0.004882971866387449
2018-05-01,Paid,Translating,38499,0.011699622472246103
2018-05-01,Paid,Well-being,17161,0.005215128217517738
2018-06-01,Free,Cognitive Development,202689,0.03632067213555101
2018-06-01,Free,Education Management,171665,0.030761354499501035
2018-06-01,Free,Licensing Exam,425590,0.07626321534059154
2018-06-01,Free,Non-Education,1550018,0.27775407438096056
2018-06-01,Free,Parents,125169,0.022429545809268314
2018-06-01,Free,Preschool,289517,0.05187973710792556
2018-06-01,Free,Professional & Career,69148,0.01239091335409954
2018-06-01,Free,Subject Learning,2220810,0.3979560404627437
2018-06-01,Free,Teaching and Learning,525935,0.09424444690935879
2018-06-01,Paid,Cognitive Development,2624,0.0008383943725333824
2018-06-01,Paid,Education Management,69471,0.022196682718851606
2018-06-01,Paid,Entertainment,382414,0.12218511645502321
2018-06-01,Paid,Hobby,275229,0.08793843169130729
2018-06-01,Paid,Licensing Exams,941747,0.3008976315358976
2018-06-01,Paid,Parents,3450,0.0011023096742531133
2018-06-01,Paid,Preschool,299367,0.09565076529047298
2018-06-01,Paid,Professional,27104,0.008660000408972865
2018-06-01,Paid,Subject Learning,1056546,0.33757706582418257
2018-06-01,Paid,Teaching and Learning,15910,0.005083404903584647
2018-06-01,Paid,Translating,39097,0.012491884444717093
2018-06-01,Paid,Well-being,16833,0.005378312680203668
2018-07-01,Free,Cognitive Development,227904,0.039285631174902455
2018-07-01,Free,Education Management,104166,0.01795592467427026
2018-07-01,Free,Licensing Exam,430631,0.07423130194502695
2018-07-01,Free,Non-Education,1924497,0.3317409055532428
2018-07-01,Free,Parents,105151,0.018125716984660947
2018-07-01,Free,Preschool,534607,0.0921544748030797
2018-07-01,Free,Professional & Career,41473,0.007149031968358298
2018-07-01,Free,Subject Learning,2029913,0.3499123027026282
2018-07-01,Free,Teaching and Learning,402863,0.06944471019383042
2018-07-01,Paid,Cognitive Development,4434,0.001358224102075718
2018-07-01,Paid,Education Management,78208,0.023956696115276895
2018-07-01,Paid,Entertainment,460257,0.14098605109360934
2018-07-01,Paid,Hobby,266614,0.08166927396274594
2018-07-01,Paid,Licensing Exams,948749,0.2906210551692006
2018-07-01,Paid,Parents,3444,0.001054967029217134
2018-07-01,Paid,Preschool,339313,0.10393845167966129
2018-07-01,Paid,Professional,18824,0.0057661728681717
2018-07-01,Paid,Subject Learning,1058895,0.32436100824706077
2018-07-01,Paid,Teaching and Learning,27284,0.008357642399872326
2018-07-01,Paid,Translating,44500,0.013631252264855538
2018-07-01,Paid,Well-being,14035,0.004299205068252752
2018-08-01,Free,Cognitive Development,212204,0.03643941743364871
2018-08-01,Free,Education Management,227076,0.0389932195112402
2018-08-01,Free,Licensing Exam,400316,0.06874178540163484
2018-08-01,Free,Non-Education,1909801,0.32794874674464075
2018-08-01,Free,Parents,115532,0.019839017054081465
2018-08-01,Free,Preschool,367386,0.06308708513165853
2018-08-01,Free,Professional & Career,38966,0.006691194980865373
2018-08-01,Free,Subject Learning,2058939,0.3535585459813163
2018-08-01,Free,Teaching and Learning,493254,0.08470098776091385
2018-08-01,Paid,Cognitive Development,1285,0.0003807602582295329
2018-08-01,Paid,Education Management,117368,0.034777486371894026
2018-08-01,Paid,Entertainment,517555,0.1533574906210007
2018-08-01,Paid,Hobby,272249,0.08067050548072538
2018-08-01,Paid,Licensing Exams,928525,0.2751326216129005
2018-08-01,Paid,Parents,5098,0.0015105959505479836
2018-08-01,Paid,Preschool,311300,0.09224176528159814
2018-08-01,Paid,Professional,16161,0.0047886899091420096
2018-08-01,Paid,Subject Learning,1112622,0.32968267706759485
2018-08-01,Paid,Teaching and Learning,32387,0.009596640064809248
2018-08-01,Paid,Translating,44538,0.013197120919087112
2018-08-01,Paid,Well-being,15739,0.004663646462470521
2018-09-01,Free,Cognitive Development,183148,0.032303006390650355
2018-09-01,Free,Education Management,413283,0.07289341619972453
2018-09-01,Free,Licensing Exam,375340,0.06620116200377128
2018-09-01,Free,Non-Education,1452181,0.25613062727073743
2018-09-01,Free,Parents,226457,0.039941696978440966
2018-09-01,Free,Preschool,262111,0.046230225326292146
2018-09-01,Free,Professional & Career,51459,0.00907615920379407
2018-09-01,Free,Subject Learning,2020106,0.35629926085892893
2018-09-01,Free,Teaching and Learning,685604,0.12092444576766027
2018-09-01,Paid,Cognitive Development,2259,0.0006908846351110691
2018-09-01,Paid,Education Management,108079,0.033054502203704844
2018-09-01,Paid,Entertainment,373467,0.1142198371053677
2018-09-01,Paid,Hobby,232163,0.07100391745962423
2018-09-01,Paid,Licensing Exams,958086,0.2930176611398954
2018-09-01,Paid,Parents,9555,0.0029222676797194622
2018-09-01,Paid,Preschool,257475,0.07874525074157704
2018-09-01,Paid,Professional,21192,0.0064812869354908265
2018-09-01,Paid,Subject Learning,1225170,0.37470169473175235
2018-09-01,Paid,Teaching and Learning,33756,0.010323816619216135
2018-09-01,Paid,Translating,38178,0.011676225586219741
2018-09-01,Paid,Well-being,10341,0.003162655162321189
2018-10-01,Free,Cognitive Development,175246,0.031423235184211605
2018-10-01,Free,Education Management,289210,0.051858038686337135
2018-10-01,Free,Licensing Exam,374188,0.06709538321622047
2018-10-01,Free,Non-Education,1396676,0.2504369767306753
2018-10-01,Free,Parents,187647,0.033646849643425555
2018-10-01,Free,Preschool,364789,0.06541005523443255
2018-10-01,Free,Professional & Career,45950,0.00823926170477228
2018-10-01,Free,Subject Learning,2085099,0.37387761352250226
2018-10-01,Free,Teaching and Learning,658151,0.11801258607742288
2018-10-01,Paid,Cognitive Development,2469,0.0007650241730906697
2018-10-01,Paid,Education Management,71913,0.022282374791198597
2018-10-01,Paid,Entertainment,328198,0.10169275154313959
2018-10-01,Paid,Hobby,224722,0.0696305233800249
2018-10-01,Paid,Licensing Exams,950523,0.29452129286296586
2018-10-01,Paid,Parents,11276,0.003493889257096149
2018-10-01,Paid,Preschool,244545,0.07577271624481889
2018-10-01,Paid,Professional,25489,0.007897813344636729
2018-10-01,Paid,Subject Learning,1290249,0.3997860163248536
2018-10-01,Paid,Teaching and Learning,26804,0.008305268503654237
2018-10-01,Paid,Translating,37745,0.011695357397046307
2018-10-01,Paid,Well-being,13416,0.004156972177474454
2018-11-01,Free,Cognitive Development,182452,0.03197553166953734
2018-11-01,Free,Education Management,229822,0.040277336720652056
2018-11-01,Free,Licensing Exam,363680,0.06373655184693694
2018-11-01,Free,Non-Education,1463132,0.25642044813273357
2018-11-01,Free,Parents,163128,0.02858891396196417
2018-11-01,Free,Preschool,442416,0.07753538913856811
2018-11-01,Free,Professional & Career,45930,0.008049438589776215
2018-11-01,Free,Subject Learning,2173729,0.3809557608603453
2018-11-01,Free,Teaching and Learning,641699,0.11246062907948633
2018-11-01,Paid,Cognitive Development,3708,0.0011134720508905974
2018-11-01,Paid,Education Management,72587,0.0217970862346267
2018-11-01,Paid,Entertainment,316408,0.09501387936305075
2018-11-01,Paid,Hobby,258430,0.07760371685859145
2018-11-01,Paid,Licensing Exams,966086,0.2901051132029918
2018-11-01,Paid,Parents,11724,0.0035205896236896886
2018-11-01,Paid,Preschool,289445,0.08691718386462487
2018-11-01,Paid,Professional,18336,0.005506101274306903
2018-11-01,Paid,Subject Learning,1294527,0.3887323715273065
2018-11-01,Paid,Teaching and Learning,44477,0.01335595911743827
2018-11-01,Paid,Translating,41292,0.012399538275451604
